team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
Scranton Royals,633,Doug Sage,5,47,35,0,0.573
Scranton Royals,633,F. Warren Breig,8,45,77,0,0.369
Scranton Royals,633,Tim Marshall,1,6,9,0,0.4
Scranton Royals,633,Bill MacArthur,2,5,23,0,0.179
Scranton Royals,633,John Fayocavitz,10,61,84,0,0.421
Scranton Royals,633,Kevin Dugan,3,28,21,0,0.571
Scranton Royals,633,Jim Rogalski,2,18,15,0,0.545
Scranton Royals,633,Michael Hofmeister,5,38,29,0,0.567
Southern Me. Huskies,662,Sam Lane,7,42,67,0,0.385
Southern Me. Huskies,662,Ben Raymond,3,10,27,0,0.27
Southern Me. Huskies,662,Malcom Chase,5,26,51,0,0.338
Southern Me. Huskies,662,Ken Tubbs,3,10,31,0,0.244
Southern Me. Huskies,662,Sam Manders,3,6,18,0,0.25
Southern Me. Huskies,662,Tobey Farrington,1,6,8,0,0.429
Tampa Spartans,689,Rory Whipple,10,131,38,0,0.775
Tampa Spartans,689,J.B. Clarke,1,21,0,0,1
Dist. Columbia Firebirds,186,Scott Urick,3,9,25,0,0.265
Dist. Columbia Firebirds,186,Rodger Colbert,5,23,36,0,0.39
Sewanee Tigers,652,Marty Watters,13,110,85,0,0.564
Sewanee Tigers,652,Nick DiBernardo,2,10,11,0,0.476
Utah Utes,732,Brian Holman,3,12,20,0,0.375
Utah Utes,732,Andrew McMinn,1,10,4,0,0.714
Vermont Catamounts,738,Ryan Curtis,10,48,101,0,0.322
Vermont Catamounts,738,Steve Beville,8,48,62,0,0.436
Vermont Catamounts,738,Mike O'Neil,4,40,14,0,0.741
Vermont Catamounts,738,Paul Hopper,1,8,5,0,0.615
Vermont Catamounts,738,Jeff Thomsen,11,75,82,0,0.478
Vermont Catamounts,738,Chris Feifs,6,49,32,0,0.605
Vermont Catamounts,738,Rick Farnham,5,15,32,0,0.319
Virginia Cavaliers,746,Dom Starsia,24,274,103,0,0.727
Virginia Cavaliers,746,Charles Guy,2,15,7,0,0.682
Virginia Cavaliers,746,Gene Corrigan,9,51,49,0,0.51
Virginia Cavaliers,746,Glenn Thiel,8,63,30,0,0.677
Virginia Cavaliers,746,Robert Fuller,3,21,7,0,0.75
Virginia Cavaliers,746,Allen Voshell,5,0,20,2,0.045
Virginia Cavaliers,746,Wilson Fewster,1,6,4,1,0.591
Virginia Cavaliers,746,Bob Sandell,4,18,20,0,0.474
Virginia Cavaliers,746,Jim Adams,15,137,60,0,0.695
Virginia Cavaliers,746,Randall Coleman,2,7,10,0,0.412
Virginia Cavaliers,746,Kirk Train,2,6,7,0,0.462
Virginia Cavaliers,746,Lars Tiffany,6,67,26,0,0.72
Virginia Cavaliers,746,Walter Coakley,1,0,5,0,0
Virginia Cavaliers,746,Gus Welch,3,1,9,2,0.167
Virginia Cavaliers,746,Bud Beardmore,2,14,9,0,0.609
Virginia Cavaliers,746,John Goucher,1,0,8,0,0
Virginia Cavaliers,746,Erv Dickey,1,0,4,0,0
Ursinus Bears,730,Jamie Steele,10,82,60,0,0.577
Ursinus Bears,730,C. Glenn Carter,6,31,46,0,0.403
Ursinus Bears,730,Gary Mercadante,4,32,14,0,0.696
Ursinus Bears,730,Corey Shaffer,0,0,0,0,NA
Utica Pioneers,733,Michael Parnell,16,98,126,0,0.438
Utica Pioneers,733,Tim Nelson,6,38,46,0,0.452
Utica Pioneers,733,Lelan Rogers,0,0,0,0,NA
Utica Pioneers,733,Justin  Patterson,1,6,9,0,0.4
Vassar Brewers,737,Marc Graham,7,39,65,0,0.375
Vassar Brewers,737,Brian Rhoads,1,1,12,0,0.077
Vassar Brewers,737,Joe Proud,5,17,55,0,0.236
Vassar Brewers,737,Dick Sipperly,10,34,88,0,0.279
Vassar Brewers,737,Andy Arenson,2,5,9,0,0.357
Vassar Brewers,737,Jeff Akins,2,6,15,0,0.286
Vassar Brewers,737,Drew Bezek,1,5,9,0,0.357
Vassar Brewers,737,Tom Martino,3,9,25,0,0.265
Vassar Brewers,737,John McCreery,4,15,25,0,0.375
Villanova Wildcats,739,Michael Corrado,16,127,104,0,0.55
Villanova Wildcats,739,Randy Marks,24,179,152,0,0.541
VMI Keydets,741,Jon Birsner,5,10,50,0,0.167
VMI Keydets,741,Doug Bartlett,21,117,161,0,0.421
VMI Keydets,741,Brian Anken,5,10,59,0,0.145
VMI Keydets,741,Jeff Shirk,4,13,46,0,0.22
VMI Keydets,741,John Stevenson,2,8,18,0,0.308
VMI Keydets,741,Mike Pressler,1,7,4,0,0.636
VMI Keydets,741,James Purpura,2,5,21,0,0.192
Va. Wesleyan Marlins,745,J.P. Stewart,20,139,155,0,0.473
Va. Wesleyan Marlins,745,Kyle Hannan,5,37,36,0,0.507
Va. Wesleyan Marlins,745,Mike Pounds,2,13,17,0,0.433
Va. Wesleyan Marlins,745,Bobby Wynne,2,16,12,0,0.571
Va. Wesleyan Marlins,745,Bruce Reid,4,8,39,0,0.17
Wabash Little Giants,747,Terry Corcoran,2,6,22,0,0.214
Wabash Little Giants,747,Todd Richardson,2,7,24,0,0.226
Wabash Little Giants,747,Tim O'Shea,2,6,14,0,0.3
Wabash Little Giants,747,Tim O'Shea,1,4,1,0,0.8
Wabash Little Giants,747,Justin Dionne,1,0,8,0,0
Wabash Little Giants,747,Chris Burke,1,4,12,0,0.25
Wagner Seahawks,748,Matt Poskay,7,24,73,0,0.247
Wagner Seahawks,748,Chris Lukawski,4,7,45,0,0.135
Wagner Seahawks,748,Jason Rife,4,2,56,0,0.034
Wagner Seahawks,748,Tim Newby,2,1,25,0,0.038
Wagner Seahawks,748,Ryan Flanagan,2,0,30,0,0
Wagner Seahawks,748,Bill McCutcheon,4,7,35,0,0.167
Walsh Cavaliers,30141,Alex Skvarch,8,28,74,0,0.275
Walsh Cavaliers,30141,Jason Fautas,2,7,14,0,0.333
Warren Wilson Owls,30236,Jeffrey Woodside,1,0,13,0,0
Wash. & Jeff. Presidents,751,Kevin Kustron,7,39,60,0,0.394
Wash. & Jeff. Presidents,751,Chad Moore,9,40,81,0,0.331
Wash. & Jeff. Presidents,751,Dan Usaj,2,11,22,0,0.333
Wash. & Jeff. Presidents,751,Todd Young,2,7,13,0,0.35
Wash. & Jeff. Presidents,751,Cody Golon,1,5,9,0,0.357
Wash. & Lee Generals,752,Gene McCabe,16,186,94,0,0.664
Wash. & Lee Generals,752,John Baxter,4,16,18,1,0.471
Wash. & Lee Generals,752,Dana Swan,3,9,20,0,0.31
Wash. & Lee Generals,752,Jack Emmer,11,108,47,0,0.697
Wash. & Lee Generals,752,Mike Cerino,5,53,24,0,0.688
Wash. & Lee Generals,752,Wilson Fewster,1,3,5,0,0.375
Wash. & Lee Generals,752,Charles Herbert,2,7,7,1,0.5
Wash. & Lee Generals,752,Bob McHenry,6,17,40,1,0.302
Wash. & Lee Generals,752,Gene Corrigan,3,16,15,0,0.516
Wash. & Lee Generals,752,Dick Szlasa,5,33,23,0,0.589
Wash. & Lee Generals,752,Dennis Daly,6,30,49,0,0.38
Wash. & Lee Generals,752,Jim Stagnitta,12,136,42,0,0.764
Wash. & Lee Generals,752,Ken Spence,1,2,5,0,0.286
Wash. & Lee Generals,752,Ben Collins,1,5,7,0,0.417
Washington Col. Shoremen,753,Jeff Shirk,11,86,75,0,0.534
Washington Col. Shoremen,753,Charlie Clark,9,73,33,0,0.689
Washington Col. Shoremen,753,Don Kelly,21,167,95,1,0.637
Washington Col. Shoremen,753,J.B. Clarke,12,138,63,0,0.687
Washington Col. Shoremen,753,George Ekaitis,3,2,15,0,0.118
Washington Col. Shoremen,753,Terry Corcoran,12,125,57,0,0.687
Washington Col. Shoremen,753,John Haus,4,47,21,0,0.691
Washington Col. Shoremen,753,Bryan Matthews,4,30,24,0,0.556
Washington Col. Shoremen,753,Omar Crothers,1,1,6,0,0.143
Washington Col. Shoremen,753,Mickey DiMaggio,1,9,5,0,0.643
Washington Col. Shoremen,753,William P. Beatty,2,2,11,0,0.154
Washington Col. Shoremen,753,John Nostrant,1,4,10,0,0.286
Wells Express,761,Andrew Daly,7,15,56,0,0.211
Wells Express,761,Christopher Bily,3,8,30,0,0.211
Wells Express,761,Bryan Jenkins,3,8,31,0,0.205
Wells Express,761,Jim Toldi,1,0,9,0,0
Wells Express,761,Matt Jones,1,0,12,0,0
Wentworth Leopards,762,Dan Russo,11,66,93,0,0.415
Wentworth Leopards,762,Paul Murphy,11,66,84,0,0.44
Wentworth Leopards,762,Rich Bernasconi,2,9,12,0,0.429
Wentworth Leopards,762,Aaron Koproski,1,7,7,0,0.5
Wentworth Leopards,762,Brian Silcott,1,9,5,0,0.643
Wesleyan (CT) Cardinals,764,John Raba,26,297,126,0,0.702
Wesleyan (CT) Cardinals,764,Don Hannington,1,8,3,0,0.727
Wesleyan (CT) Cardinals,764,John Vito,3,11,18,0,0.379
Wesleyan (CT) Cardinals,764,Nate Osur,3,14,12,2,0.536
Wesleyan (CT) Cardinals,764,Terry Jackson,23,118,157,0,0.429
Wesleyan (CT) Cardinals,764,Eugene Reilly,3,13,17,0,0.433
Wesleyan (CT) Cardinals,764,Alex Sotir,4,33,11,0,0.75
WestConn Wolves,770,Ryan Cavanagh,7,50,47,0,0.515
WestConn Wolves,770,Rick McCarthy,2,14,13,0,0.519
WestConn Wolves,770,Jason Ouellet,10,80,90,0,0.471
Western New Eng. Golden Bears,775,John Klepacki,21,268,112,0,0.705
Western New Eng. Golden Bears,775,Chris Grant,0,0,0,0,NA
Western New Eng. Golden Bears,775,Dan O'Connell,0,0,0,0,NA
Western New Eng. Golden Bears,775,Joel Castleman,4,32,14,0,0.696
Western New Eng. Golden Bears,775,Tim O'Meara,5,35,36,0,0.493
Western New Eng. Golden Bears,775,Russ Mooney,2,2,15,0,0.118
Western New Eng. Golden Bears,775,Brad Pitts,1,6,5,0,0.545
Western New Eng. Golden Bears,775,Ken Randazzo,1,7,7,0,0.5
Western New Eng. Golden Bears,775,Mark Theriault,1,13,4,0,0.765
Western New Eng. Golden Bears,775,Bill McCollough,3,24,15,0,0.615
Western New Eng. Golden Bears,775,Dan Kane,1,7,6,0,0.538
Western New Eng. Golden Bears,775,Ken Tacchio,1,1,7,0,0.125
Westminster (PA) Titans,1451,Patrick Geiger,3,14,22,0,0.389
Westminster (PA) Titans,1451,Travis Brown,4,30,23,0,0.566
Westminster (PA) Titans,1451,Anthony Accardi,0,0,0,0,NA
Westminster (UT) Griffins,30209,Mason Goodhand,5,41,28,0,0.594
Westminster (UT) Griffins,30209,Joe Kerwin,2,16,9,0,0.64
Wheaton (MA) Lyons,779,Kyle Hart,7,42,43,0,0.494
Wheaton (MA) Lyons,779,Steve Batchelor,1,6,7,0,0.462
Wheaton (MA) Lyons,779,Jamie Lockard,4,33,29,0,0.532
Wheaton (MA) Lyons,779,Brian Endicott,3,19,27,0,0.413
Wheaton (MA) Lyons,779,Matt Cushing,3,25,17,0,0.595
Wheaton (MA) Lyons,779,Michael McCaffrey,1,8,9,0,0.471
Wheaton (MA) Lyons,779,Brad Jorgensen,7,45,50,0,0.474
Wheaton (MA) Lyons,779,Peter Toner,2,13,17,1,0.435
Wheaton (MA) Lyons,779,Jeff (MLA) Cook,3,17,25,0,0.405
Wheaton (MA) Lyons,779,Mike Noonan,2,8,9,0,0.471
Wheeling Cardinals,12799,Landon DelPrince,4,22,33,0,0.4
Wheeling Cardinals,12799,Tim Florence,2,10,13,0,0.435
Wheeling Cardinals,12799,Jay Sothoron,5,36,38,0,0.486
Wheeling Cardinals,12799,Chris Fox,1,4,8,0,0.333
Wheeling Cardinals,12799,Kevin Dugan,2,18,9,0,0.667
Wheeling Cardinals,12799,"Kenneth ""Bear"" Davis",4,26,29,0,0.473
Wheeling Cardinals,12799,Kevin Tyska,2,13,11,0,0.542
Wheeling Cardinals,12799,Nick Anagnostis,2,5,19,0,0.208
Whittier Poets,781,Brian Kelly,9,60,55,0,0.522
Whittier Poets,781,Dave Schaller,4,37,9,0,0.804
Whittier Poets,781,Evan Lapenna,3,11,18,0,0.379
Whittier Poets,781,Nick Marks,3,20,11,0,0.645
Whittier Poets,781,Curt Foxx,1,7,5,0,0.583
Widener Pride,783,Brendan Dawson,5,43,38,0,0.531
Widener Pride,783,Peter Boggs,1,1,6,0,0.143
Widener Pride,783,Jamie Steele,6,65,31,0,0.677
Widener Pride,783,Jamie Lockard,11,102,80,0,0.56
Widener Pride,783,Don Stow,5,13,39,0,0.25
Widener Pride,783,George Burke,1,0,7,0,0
Widener Pride,783,Chris Wakely,6,62,29,0,0.681
Widener Pride,783,Jim DeRose,5,11,52,0,0.175
Widener Pride,783,Ed Dinski,9,41,52,0,0.441
Widener Pride,783,Dan McGrane,1,4,7,0,0.364
Widener Pride,783,Bruce Reid,1,2,9,0,0.182
Wilkes Colonels,784,Curtis Jaques,7,32,65,0,0.33
William Peace Pacers,17094,Nate Bates,1,5,10,0,0.333
William Peace Pacers,17094,Colin Smith,3,12,25,0,0.324
William Peace Pacers,17094,Dylan Price,1,7,8,0,0.467
Williams Ephs,789,George McCormack,19,134,134,0,0.5
Williams Ephs,789,Harvey Potter,3,18,11,0,0.621
Williams Ephs,789,Tim Gannon,2,9,13,0,0.409
Williams Ephs,789,Renzie Lamb,35,252,184,0,0.578
Williams Ephs,789,A.B. Snively,14,32,41,0,0.438
Williams Ephs,789,Ralph Townsend,4,12,17,0,0.414
Williams Ephs,789,Bill McHenry,3,24,3,1,0.875
Williams Ephs,789,Jim E. Ostendarp,3,16,9,0,0.64
Williams Ephs,789,Leo Bellerose,4,3,20,0,0.13
Williams Ephs,789,K.W. Colman,1,5,3,0,0.625
Williams Ephs,789,Art Robinson,5,31,20,1,0.606
Wilmington (OH) Fightin' Quakers,1461,Domenic Marzano,4,23,37,0,0.383
Wilmington (OH) Fightin' Quakers,1461,Bryan Habick,1,5,11,0,0.313
Wilmington (OH) Fightin' Quakers,1461,Jeff Arneson,4,10,35,0,0.222
Wilmington (OH) Fightin' Quakers,1461,Garyck Todd,1,2,15,0,0.118
Wilmington (DE) Wildcats,1460,Christian Zwickert,5,33,24,0,0.579
Wingate Bulldogs,1462,Michael Lawson,3,23,22,0,0.511
Wingate Bulldogs,1462,Sonny Ziegler,10,64,81,0,0.441
Wingate Bulldogs,1462,John Dodd,7,54,45,0,0.545
Wingate Bulldogs,1462,Tim Boyle,6,66,23,0,0.742
Wittenberg Tigers,806,Jay Owen,9,58,64,0,0.475
Wittenberg Tigers,806,Dick Fahrney,2,12,10,0,0.545
Wittenberg Tigers,806,Vinnie Lang,5,20,50,0,0.286
Wittenberg Tigers,806,George Harris,8,66,42,0,0.611
Wittenberg Tigers,806,Steve Ritzenthaler,11,28,81,0,0.257
Wittenberg Tigers,806,Bruce Reid,7,37,60,0,0.381
Yale Bulldogs,813,Andy Shay,18,168,95,0,0.639
Yale Bulldogs,813,Reginald Root,14,72,46,1,0.609
Yale Bulldogs,813,Richard Corrigan,6,36,30,1,0.545
Yale Bulldogs,813,Bob McHenry,11,60,84,0,0.417
Yale Bulldogs,813,William Harkness,14,100,55,1,0.644
Yale Bulldogs,813,F. Morris Touchstone,3,19,8,1,0.696
Yale Bulldogs,813,Jim Murphy,0,0,0,0,NA
Yale Bulldogs,813,Ed Foster,0,0,0,0,NA
Yale Bulldogs,813,William A. Smith,1,2,7,0,0.222
Yale Bulldogs,813,Talbot Hunter,2,3,10,0,0.231
Yale Bulldogs,813,Mike Waldvogel,22,166,144,0,0.535
Yale Bulldogs,813,John T. Filman,1,4,4,0,0.5
Yale Bulldogs,813,T.J. Harding,1,0,5,0,0
Yale Bulldogs,813,Darryl Delia,1,9,5,0,0.643
Yale Bulldogs,813,Albert W. Sheppard,1,3,5,0,0.375
Yale Bulldogs,813,John J. Powers,1,1,6,0,0.143
Yale Bulldogs,813,M.A. McIntyre,1,2,4,1,0.357
York (PA) Spartans,815,Brandon Childs,11,161,46,0,0.778
York (PA) Spartans,815,Jim Griffin,7,56,49,0,0.533
York (PA) Spartans,815,Phil Avillo,2,6,22,0,0.214
York (PA) Spartans,815,Rob Horrigan,3,10,26,0,0.278
Young Harris Mountain Lions,30154,Kirk Rogers,4,29,29,0,0.5
Young Harris Mountain Lions,30154,Forrest MacConnell,3,26,19,0,0.578
Young Harris Mountain Lions,30154,Jay Goldsmith,1,3,3,0,0.5
Young Harris Mountain Lions,30154,Michael Herring,1,1,14,0,0.067
Young Harris Mountain Lions,30154,Branden Geldart,0,0,0,0,NA
