team_name,team_id,season,head_coach,division,conference,wins,losses,ties,wl_per,notes
Anna Maria AMCATS,26,2010,Melissa Callender,3,CCC,2,14,0,0.125,NA
Anna Maria AMCATS,26,2009,Melissa Callender,3,CCC,2,11,0,0.154,NA
Arcadia Knights,966,2023,Hannah Wszalek,3,MAC Freedom,0,0,0,0,NA
Arcadia Knights,966,2022,Hannah Wszalek,3,MAC Freedom,7,10,0,0.412,NA
Arcadia Knights,966,2021,Sam Hosford,3,MAC Freedom,2,10,0,0.167,NA
Arcadia Knights,966,2020,Sam Hosford,3,MAC Commonwealth,2,4,0,0.333,NA
Arcadia Knights,966,2019,Sam Hosford,3,MAC Commonwealth,1,15,0,0.063,NA
Arcadia Knights,966,2018,Sam Hosford,3,MAC Commonwealth,10,9,0,0.526,NA
Arcadia Knights,966,2017,April Pollock,3,MAC Commonwealth,9,9,0,0.5,NA
Arcadia Knights,966,2016,April Pollock,3,MAC Commonwealth,6,10,0,0.375,NA
Arcadia Knights,966,2015,Erin Livingston,3,MAC Commonwealth,13,8,0,0.619,NA
Arcadia Knights,966,2014,Erin Livingston,3,MAC Freedom,18,2,0,0.9,NA
Arcadia Knights,966,2013,Erin Livingston,3,MAC Freedom,14,5,0,0.737,NA
Arcadia Knights,966,2012,Erin Livingston,3,Middle Atlantic,8,9,0,0.471,NA
Arcadia Knights,966,2011,Erin Livingston,3,Middle Atlantic,7,9,0,0.438,NA
Arcadia Knights,966,2010,Lucinda Joseph,3,Middle Atlantic,6,11,0,0.353,NA
Arcadia Knights,966,2009,Lucinda Joseph,3,Middle Atlantic,3,11,0,0.214,NA
Arcadia Knights,966,2008,Lucinda Joseph,3,Middle Atlantic,4,11,0,0.267,NA
Arcadia Knights,966,2007,Lucinda Joseph,3,CSAC,2,13,0,0.133,NA
Arcadia Knights,966,2006,Lucinda Joseph,3,CSAC,1,11,0,0.083,NA
Arcadia Knights,966,2005,Lucinda Joseph,3,CSAC,3,11,0,0.214,NA
Arcadia Knights,966,2004,Lucinda Joseph,3,CSAC,5,9,0,0.357,NA
Arcadia Knights,966,2001,,3,NA,NA,NA,NA,NA,NA
Arcadia Knights,966,2000,,3,NA,NA,NA,NA,NA,NA
Arcadia Knights,966,1999,,3,NA,NA,NA,NA,NA,NA
Arcadia Knights,966,1998,,3,NA,NA,NA,NA,NA,NA
Arcadia Knights,966,1997,,3,NA,NA,NA,NA,NA,NA
Arcadia Knights,966,1996,,3,NA,NA,NA,NA,NA,NA
Arizona St. Sun Devils,28,2023,Taryn Vanthof,1,Pac-12,0,0,0,0,NA
Arizona St. Sun Devils,28,2022,Tim McCormack,1,Pac-12,11,8,0,0.579,NA
Arizona St. Sun Devils,28,2021,Tim McCormack,1,Pac-12,10,6,0,0.625,NA
Arizona St. Sun Devils,28,2020,Tim McCormack,1,Pac-12,5,3,0,0.625,NA
Arizona St. Sun Devils,28,2019,Courtney Martinez-Connor,1,Pac-12,6,12,0,0.333,NA
Arizona St. Sun Devils,28,2018,Courtney Martinez-Connor,1,Pac-12,6,12,0,0.333,NA
Army West Point Black Knights,725,2023,Michelle Tumolo,1,Patriot,0,0,0,0,NA
Army West Point Black Knights,725,2022,Michelle Tumolo,1,Patriot,12,6,0,0.667,NA
Army West Point Black Knights,725,2021,Kristen Skiera,1,Patriot,5,4,0,0.556,NA
Army West Point Black Knights,725,2020,Kristen Skiera,1,Patriot,7,0,0,1,NA
Army West Point Black Knights,725,2019,Kristen Skiera,1,Patriot,14,5,0,0.737,NA
Army West Point Black Knights,725,2018,Kristen Skiera,1,Patriot,10,7,0,0.588,NA
Army West Point Black Knights,725,2017,Kristen Skiera,1,Patriot,5,12,0,0.294,NA
Army West Point Black Knights,725,2016,Kristen Skiera,1,Patriot,5,12,0,0.294,NA
Army West Point Black Knights,725,2005,,NA,NA,NA,NA,NA,NA,NA
Army West Point Black Knights,725,2004,,NA,NA,8,18,3,0.328,NA
Ashland Eagles,35,2023,Becky Clark,2,G-MAC,0,0,0,0,NA
Ashland Eagles,35,2022,Becky Clark,2,G-MAC,6,11,0,0.353,NA
Ashland Eagles,35,2021,Becky Clark,2,GLIAC,0,12,0,0,NA
Ashland Eagles,35,2020,Shaun Williamson,2,GLIAC,2,4,0,0.333,NA
Ashland Eagles,35,2019,Shaun Williamson,2,GLIAC,5,11,0,0.313,NA
Assumption Greyhounds,36,2023,Courtney Dincecco,2,NE10,0,0,0,0,NA
Assumption Greyhounds,36,2022,Courtney Dincecco,2,NE10,10,8,0,0.556,NA
Assumption Greyhounds,36,2021,Courtney Dincecco,2,NE10,8,4,0,0.667,NA
Assumption Greyhounds,36,2020,Abbey Capobianco-Simone,2,NE10,3,0,0,1,NA
Assumption Greyhounds,36,2019,Abbey Capobianco-Simone,2,NE10,14,5,0,0.737,NA
Assumption Greyhounds,36,2018,Abbey Capobianco-Simone,2,NE10,9,8,0,0.529,NA
Assumption Greyhounds,36,2017,Abbey Capobianco-Simone,2,NE10,9,8,0,0.529,NA
Assumption Greyhounds,36,2016,Abbey Capobianco-Simone,2,NE10,6,11,0,0.353,NA
Assumption Greyhounds,36,2015,Abbey Capobianco-Simone,2,NE10,10,8,0,0.556,NA
Assumption Greyhounds,36,2014,Abbey Capobianco-Simone,2,NE10,9,7,0,0.563,NA
Assumption Greyhounds,36,2013,Abbey Capobianco-Simone,2,NE10,9,8,0,0.529,NA
Assumption Greyhounds,36,2012,Abbey Capobianco-Simone,2,NE10,5,11,0,0.313,NA
Assumption Greyhounds,36,2011,Abbey Capobianco-Simone,2,NE10,7,8,0,0.467,NA
Assumption Greyhounds,36,2010,Linda Drapeau,2,NE10,2,11,0,0.154,NA
Assumption Greyhounds,36,2009,Linda Drapeau,2,NE10,2,11,0,0.154,NA
Assumption Greyhounds,36,2008,Linda Drapeau,2,NE10,2,14,0,0.125,NA
Assumption Greyhounds,36,2007,Linda Drapeau,2,NE10,0,14,0,0,NA
Assumption Greyhounds,36,2006,Debbie Draper,2,NE10,3,10,0,0.231,NA
Assumption Greyhounds,36,2005,Debbie Draper,2,NE10,7,9,0,0.438,NA
Assumption Greyhounds,36,2004,Debbie Draper,2,NE10,3,10,0,0.231,NA
Assumption Greyhounds,36,2003,Debbie Draper,2,NE10,5,7,0,0.417,NA
Assumption Greyhounds,36,2002,Debbie Draper,2,NE10,9,6,0,0.6,NA
Assumption Greyhounds,36,2001,Debbie Draper,2,NA,5,8,0,0.385,NA
Assumption Greyhounds,36,2000,Debbie Draper,2,NA,1,12,0,0.077,NA
Assumption Greyhounds,36,1999,Debbie Draper,2,NA,8,4,0,0.667,NA
Assumption Greyhounds,36,1998,Debbie Draper,2,NA,7,2,0,0.778,NA
Augsburg Auggies,38,2023,Kathryn Knippenberg,3,MWLC,0,0,0,0,NA
Augsburg Auggies,38,2022,Kathryn Knippenberg,3,MWLC,0,16,0,0,NA
Augsburg Auggies,38,2021,Kathryn Knippenberg,3,MWLC,5,6,0,0.455,NA
Augsburg Auggies,38,2020,Kathryn Knippenberg,3,MWLC,1,2,0,0.333,NA
Augsburg Auggies,38,2019,Kathryn Knippenberg,3,MWLC,10,8,0,0.556,NA
Augsburg Auggies,38,2018,Kathryn Knippenberg,3,Midwest Lacrosse Conference,13,5,0,0.722,NA
Augsburg Auggies,38,2017,Kathryn Knippenberg,3,Midwest Lacrosse Conference,12,6,0,0.667,NA
Augsburg Auggies,38,2016,Kathryn Knippenberg,3,Midwest Lacrosse Conference,11,7,0,0.611,NA
Augsburg Auggies,38,2015,Kathryn Knippenberg,3,NA,7,8,0,0.467,NA
Augsburg Auggies,38,2014,Kathryn Knippenberg,3,NA,6,7,0,0.462,NA
Augustana (IL) Vikings,40,2023,Caroline Durham,3,CCIW,0,0,0,0,NA
Augustana (IL) Vikings,40,2022,Caroline Durham,3,CCIW,5,9,0,0.357,NA
Augustana (IL) Vikings,40,2021,Caroline Durham,3,CCIW,5,10,0,0.333,NA
Augustana (IL) Vikings,40,2020,Caroline Durham,3,CCIW,2,3,0,0.4,NA
Augustana (IL) Vikings,40,2019,Caroline Durham,3,CCIW,6,10,0,0.375,NA
Augustana (IL) Vikings,40,2018,Caroline Durham,3,CCIW,8,7,0,0.533,NA
Augustana (IL) Vikings,40,2017,Caroline Durham,3,CCIW,11,7,0,0.611,NA
Augustana (IL) Vikings,40,2016,Meredith Newman,3,CCIW,18,3,0,0.857,NA
Augustana (IL) Vikings,40,2015,Meredith Newman,3,CCIW,19,2,0,0.905,NA
Augustana (IL) Vikings,40,2014,Sara Tisdale,3,MWLC,19,1,0,0.95,NA
Augustana (IL) Vikings,40,2013,Sara Tisdale,3,MWLC,17,4,0,0.81,NA
Augustana (IL) Vikings,40,2012,Sara Tisdale,3,NA,15,3,0,0.833,NA
Aurora Spartans,42,2023,Christina Fried,3,NACC,0,0,0,0,NA
Aurora Spartans,42,2022,Christina Fried,3,NACC,14,6,0,0.7,NA
Aurora Spartans,42,2021,Christina Fried,3,NACC,11,4,0,0.733,NA
Aurora Spartans,42,2020,Christina Fried,3,MWLC,3,1,0,0.75,NA
Aurora Spartans,42,2019,Christina Fried,3,MWLC,13,6,0,0.684,NA
Aurora Spartans,42,2018,Christina Fried,3,MWLC,10,8,0,0.556,NA
Aurora Spartans,42,2017,Christina Fried,3,MWLC,9,9,0,0.5,NA
Aurora Spartans,42,2016,Christina Fried,3,MWLC,10,9,0,0.526,NA
Aurora Spartans,42,2015,Christina Fried,3,MWLC,11,7,0,0.611,NA
Aurora Spartans,42,2014,Lauren Rippy,3,MWLC,4,11,0,0.267,NA
Aurora Spartans,42,2013,Lauren Rippy,3,MWLC,5,10,0,0.333,NA
Averett Cougars,44,2023,Erin Murphy,3,USA South,0,0,0,0,NA
Averett Cougars,44,2022,Kelly Ryan,3,USA South,11,5,0,0.688,NA
Averett Cougars,44,2021,Kelly Ryan,3,USA South,6,6,0,0.5,NA
Averett Cougars,44,2020,Kelly Ryan,3,USA South,1,5,0,0.167,NA
Averett Cougars,44,2019,Kelly Ryan,3,USA South,14,5,0,0.737,NA
Averett Cougars,44,2018,Kelly Ryan,3,USA South,10,8,0,0.556,NA
Averett Cougars,44,2011,,3,NA,NA,NA,NA,NA,NA
Averett Cougars,44,2010,,3,NA,NA,NA,NA,NA,NA
Averett Cougars,44,2009,,3,NA,NA,NA,NA,NA,NA
Averett Cougars,44,2008,Katie Talbert,3,USA South,NA,NA,NA,NA,NA
Averett Cougars,44,2007,Katie Talbert,3,USA South,3,10,0,0.231,NA
Averett Cougars,44,2006,Katie Talbert,3,USA South,9,7,0,0.563,NA
Averett Cougars,44,2005,Katie Talbert,3,USA South,0,14,0,0,NA
Averett Cougars,44,2004,Kelly Gregory,3,USA South,0,13,0,0,NA
Averett Cougars,44,2003,Kelly Gregory,3,USA South,0,10,0,0,NA
Babson Beavers,45,2023,Michelle Smith,3,NEWMAC,0,0,0,0,NA
Babson Beavers,45,2022,Michelle Smith,3,NEWMAC,13,6,0,0.684,NA
Babson Beavers,45,2021,Michelle Smith,3,NEWMAC,4,2,0,0.667,NA
Babson Beavers,45,2020,Michelle Smith,3,NEWMAC,2,3,0,0.4,NA
Babson Beavers,45,2019,Michelle Smith,3,NEWMAC,13,6,0,0.684,NA
Babson Beavers,45,2018,Michelle Smith,3,NEWMAC,13,8,0,0.619,NA
Babson Beavers,45,2017,Michelle Smith,3,NEWMAC,14,6,0,0.7,NA
Babson Beavers,45,2016,Michelle Smith,3,NEWMAC,13,4,0,0.765,NA
Babson Beavers,45,2015,Michelle Smith,3,NEWMAC,5,11,0,0.313,NA
Babson Beavers,45,2014,Michelle Smith,3,NEWMAC,6,11,0,0.353,NA
Babson Beavers,45,2013,Michelle Smith,3,NEWMAC,9,8,0,0.529,NA
Babson Beavers,45,2012,Michelle Smith,3,NEWMAC,13,3,0,0.813,NA
Babson Beavers,45,2011,Kully Reardon (Hagerman),3,NEWMAC,10,8,0,0.556,NA
Babson Beavers,45,2010,Kully Reardon (Hagerman),3,NEWMAC,15,4,0,0.789,NA
Babson Beavers,45,2009,Kully Reardon (Hagerman),3,NEWMAC,15,3,0,0.833,NA
Babson Beavers,45,2008,Kully Reardon (Hagerman),3,NEWMAC,16,3,0,0.842,NA
Babson Beavers,45,2007,Kully Reardon (Hagerman),3,NEWMAC,15,3,0,0.833,NA
Babson Beavers,45,2006,Kully Reardon (Hagerman),3,NEWMAC,10,8,0,0.556,NA
Babson Beavers,45,2005,Kully Reardon (Hagerman),3,NEWMAC,7,11,0,0.389,NA
Babson Beavers,45,2004,Kully Reardon (Hagerman),3,NEWMAC,10,8,0,0.556,NA
Babson Beavers,45,2003,Kully Reardon (Hagerman),3,NEWMAC,6,8,0,0.429,NA
Babson Beavers,45,2002,Kully Reardon (Hagerman),3,NEWMAC,8,9,0,0.471,NA
Babson Beavers,45,2001,Laurie Magoon,3,NA,6,8,0,0.429,NA
Babson Beavers,45,2000,Laurie Magoon,3,NA,6,9,0,0.4,NA
Babson Beavers,45,1999,Ritikia Bowery,3,NA,5,10,0,0.333,NA
Babson Beavers,45,1998,Ritikia Bowery,3,NA,10,4,0,0.714,NA
Babson Beavers,45,1997,,3,NA,NA,NA,NA,NA,NA
Babson Beavers,45,1996,Sandy Bridgeman,3,NA,14,2,0,0.875,NA
Babson Beavers,45,1995,Sandy Bridgeman,3,NA,7,6,0,0.538,NA
Babson Beavers,45,1994,Linda Smurl,3,NA,7,7,0,0.5,NA
Babson Beavers,45,1993,Linda Smurl,3,NA,4,7,0,0.364,NA
Babson Beavers,45,1992,Linda Smurl,3,NA,7,5,0,0.583,NA
Babson Beavers,45,1991,Linda Smurl,3,NA,9,4,0,0.692,NA
Babson Beavers,45,1990,Linda Smurl,3,NA,3,9,0,0.25,NA
Babson Beavers,45,1989,Laurie Magoon,3,NA,5,5,0,0.5,NA
Babson Beavers,45,1988,Laurie Magoon,3,NA,4,4,0,0.5,NA
Babson Beavers,45,1987,Laurie Magoon,3,NA,3,5,0,0.375,NA
Baldwin Wallace Yellow Jackets,46,2023,Nicholle Shoger,3,OAC,0,0,0,0,NA
Baldwin Wallace Yellow Jackets,46,2022,Nicholle Shoger,3,OAC,6,11,0,0.353,NA
Baldwin Wallace Yellow Jackets,46,2021,Nicholle Shoger,3,OAC,2,12,0,0.143,NA
Baldwin Wallace Yellow Jackets,46,2020,Nicholle Shoger,3,OAC,2,5,0,0.286,NA
Baldwin Wallace Yellow Jackets,46,2019,Nicholle Shoger,3,OAC,9,7,0,0.563,NA
Baldwin Wallace Yellow Jackets,46,2018,Nicholle Shoger,3,OAC,7,10,0,0.412,NA
Baldwin Wallace Yellow Jackets,46,2017,Kim Russell,3,OAC,13,4,0,0.765,NA
Baldwin Wallace Yellow Jackets,46,2016,Kim Russell,3,OAC,11,7,0,0.611,NA
Baldwin Wallace Yellow Jackets,46,2015,Kim Russell,3,OAC,8,6,0,0.571,NA
Baldwin Wallace Yellow Jackets,46,2014,Kim Russell,3,OAC,14,4,0,0.778,NA
Baldwin Wallace Yellow Jackets,46,2013,Kim Russell,3,NA,4,6,0,0.4,NA
Bard Raptors,962,2023,Mike Galantich,3,Liberty League,0,0,0,0,NA
Bard Raptors,962,2022,Rachel Vallarelli,3,Liberty League,2,12,0,0.143,NA
Bard Raptors,962,2021,Tucker Glass,3,Liberty League,0,0,0,0,NA
Bard Raptors,962,2020,Tucker Glass,3,Liberty League,3,0,0,1,NA
Bard Raptors,962,2019,Tucker Glass,3,Liberty League,4,11,0,0.267,NA
Bard Raptors,962,2018,Mary Kate Scardillo,3,Liberty League,3,11,0,0.214,NA
Bard Raptors,962,2017,Mary Kate Scardillo,3,Liberty League,4,10,0,0.286,NA
Bard Raptors,962,2016,Mary Kate Scardillo,3,Liberty League,4,12,0,0.25,NA
Bard Raptors,962,2015,Mary Kate Scardillo,3,Liberty League,2,13,0,0.133,NA
Bard Raptors,962,2014,Hannah Taylor,3,Liberty League,3,12,0,0.2,NA
Bard Raptors,962,2013,Hannah Taylor,3,Liberty League,6,11,0,0.353,NA
Bard Raptors,962,2012,Sarah Lamphier,3,Liberty League,5,11,0,0.313,NA
Bard Raptors,962,2011,Sarah Lamphier,3,Skyline,3,9,0,0.25,NA
Bard Raptors,962,2010,Sarah Lamphier,3,Skyline,1,10,0,0.091,NA
Barton Bulldogs,15646,2023,Regan Denham,2,Conference Carolinas,0,0,0,0,
Barton Bulldogs,15646,2022,Regan Denham,2,Conference Carolinas,10,8,0,0.556,
Barton Bulldogs,15646,2021,Regan Denham,2,Conference Carolinas,7,3,0,0.7,
Barton Bulldogs,15646,2020,Regan Denham,2,Conference Carolinas,6,4,0,0.6,
Barton Bulldogs,15646,2019,Regan Denham,2,Conference Carolinas,9,7,0,0.563,
Barton Bulldogs,15646,2018,Warren Shumate (0-3)Brit Kadlowec (5-7),2,Conference Carolinas,5,10,0,0.333,
Barton Bulldogs,15646,2017,Brit Kadlowec,2,Conference Carolinas,1,11,0,0.083,First season as a varsity program
Bates Bobcats,50,2023,Renee Olsen,3,NESCAC,0,0,0,0,NA
Bates Bobcats,50,2022,Renee Olsen,3,NESCAC,3,10,0,0.231,NA
Bates Bobcats,50,2021,Brett Allen,3,NESCAC,2,3,0,0.4,NA
Bates Bobcats,50,2020,Brett Allen,3,NESCAC,2,3,0,0.4,NA
Bates Bobcats,50,2019,Brett Allen,3,NESCAC,8,8,0,0.5,NA
Bates Bobcats,50,2018,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2017,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2016,Brett Allen,3,NESCAC,12,5,0,0.706,NA
Bates Bobcats,50,2015,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2014,Brett Allen,3,NESCAC,8,8,0,0.5,NA
Bates Bobcats,50,2013,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2012,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2011,Brett Allen,3,NESCAC,9,7,0,0.563,NA
Bates Bobcats,50,2010,Brett Allen,3,NESCAC,7,8,0,0.467,NA
Bates Bobcats,50,2009,Brett Allen,3,NESCAC,8,8,0,0.5,NA
Bates Bobcats,50,2008,Brett Allen,3,NESCAC,7,7,0,0.5,NA
Bates Bobcats,50,2007,Brett Allen,3,NESCAC,8,7,0,0.533,NA
Bates Bobcats,50,2006,Brett Allen,3,NESCAC,6,7,0,0.462,NA
Bates Bobcats,50,2005,Wynn Hohlt,3,NESCAC,7,9,0,0.438,NA
Bates Bobcats,50,2004,Wynn Hohlt,3,NESCAC,4,10,0,0.286,NA
Bates Bobcats,50,2003,Wynn Hohlt,3,NESCAC,7,9,0,0.438,NA
Bates Bobcats,50,2002,Wynn Hohlt,3,NESCAC,7,7,0,0.5,NA
Bates Bobcats,50,2001,Wynn Hohlt,3,NA,9,8,0,0.529,NA
Bates Bobcats,50,2000,Wynn Hohlt,3,NA,3,7,0,0.3,NA
Bates Bobcats,50,1999,Wynn Hohlt,3,NA,6,8,0,0.429,NA
Bates Bobcats,50,1998,,3,NA,NA,NA,NA,NA,NA
Bates Bobcats,50,1997,,3,NA,NA,NA,NA,NA,NA
Bates Bobcats,50,1996,,3,NA,NA,NA,NA,NA,NA
Belmont Abbey Crusaders,2683,2023,Molly Lehman-Lewis,2,Conference Carolinas,0,0,0,0,NA
Belmont Abbey Crusaders,2683,2022,Molly Lehman-Lewis,2,Conference Carolinas,11,8,0,0.579,NA
Belmont Abbey Crusaders,2683,2021,Molly Lehman-Lewis,2,Conference Carolinas,11,4,0,0.733,NA
Belmont Abbey Crusaders,2683,2020,Molly Lehman-Lewis,2,Conference Carolinas,7,2,0,0.778,NA
Belmont Abbey Crusaders,2683,2019,Molly Lehman-Lewis,2,Conference Carolinas,11,8,0,0.579,NA
Belmont Abbey Crusaders,2683,2018,Molly Lehman-Lewis,2,Conference Carolinas,14,6,0,0.7,NA
Belmont Abbey Crusaders,2683,2017,Jenn Flaherty,2,Conference Carolinas,10,8,0,0.556,NA
Belmont Abbey Crusaders,2683,2016,Jenn Flaherty,2,Conference Carolinas,11,7,0,0.611,NA
Belmont Abbey Crusaders,2683,2015,Jenn Flaherty,2,Conference Carolinas,11,7,0,0.611,NA
Belmont Abbey Crusaders,2683,2014,Jenn Flaherty,2,Conference Carolinas,9,6,0,0.6,NA
Belmont Abbey Crusaders,2683,2013,Jenn Flaherty,2,Conference Carolinas,8,9,0,0.471,NA
Belmont Abbey Crusaders,2683,2012,Jenn Flaherty,2,Conference Carolinas,9,7,0,0.563,NA
Belmont Abbey Crusaders,2683,2011,Liz Ramsey,2,Conference Carolinas,6,8,0,0.429,NA
Belmont Abbey Crusaders,2683,2010,Liz Ramsey,2,Conference Carolinas,9,9,0,0.5,NA
Belmont Abbey Crusaders,2683,2009,Shaun Williamson,2,Conference Carolinas,14,5,0,0.737,NA
Belmont Abbey Crusaders,2683,2008,Shaun Williamson,2,Conference Carolinas,12,7,0,0.632,NA
Belmont Abbey Crusaders,2683,2007,Shaun Williamson,2,Conference Carolinas,8,10,0,0.444,NA
Belmont Abbey Crusaders,2683,2006,Shaun Williamson,2,Conference Carolinas,8,10,0,0.444,NA
Belmont Abbey Crusaders,2683,2005,,2,NA,8,10,0,0.444,NA
Beloit Buccaneers,53,2023,George Counes,3,NACC,0,0,0,0,NA
Beloit Buccaneers,53,2022,George Counes,3,NACC,1,10,0,0.091,NA
Beloit Buccaneers,53,2021,Sammi Weiser,3,MWLC,0,2,0,0,NA
Beloit Buccaneers,53,2020,Sammi Weiser,3,MWLC,3,2,0,0.6,NA
Beloit Buccaneers,53,2019,Sammi Weiser,3,MWLC,4,11,0,0.267,NA
Beloit Buccaneers,53,2018,Sammi Weiser,3,MWLC,3,14,0,0.176,NA
Beloit Buccaneers,53,2017,Sammi Weiser,3,MWLC,8,9,0,0.471,NA
Beloit Buccaneers,53,2016,Mallory Bahr,3,MWLC,3,11,0,0.214,NA
Beloit Buccaneers,53,2015,Maggie Zentgraf,3,MWLC,9,8,0,0.529,NA
Beloit Buccaneers,53,2014,Meredith Newman,3,MWLC,10,7,0,0.588,NA
Beloit Buccaneers,53,2013,Meredith Newman,3,MWLC,4,7,0,0.364,NA
Bentley Falcons,56,2023,Taylor Bastien,2,NE10,0,0,0,0,NA
Bentley Falcons,56,2022,Taylor Bastien,2,NE10,8,8,0,0.5,NA
Bentley Falcons,56,2021,Taylor Bastien,2,NE10,12,3,0,0.8,NA
Bentley Falcons,56,2020,Taylor Bastien,2,NE10,2,1,0,0.667,NA
Bentley Falcons,56,2019,Taylor Bastien,2,NE10,11,6,0,0.647,NA
Bentley Falcons,56,2018,Taylor Bastien,2,NE10,9,7,0,0.563,NA
Bentley Falcons,56,2017,Kerry Hausdorf,2,NE10,8,9,0,0.471,NA
Bentley Falcons,56,2016,Kerry Hausdorf,2,NE10,13,6,0,0.684,NA
Bentley Falcons,56,2015,Kerry Hausdorf,2,NE10,10,6,0,0.625,NA
Bentley Falcons,56,2014,Kerry Hausdorf,2,NE10,8,9,0,0.471,NA
Bentley Falcons,56,2013,Carissa Medeiros,2,NE10,11,7,0,0.611,NA
Bentley Falcons,56,2012,Carissa Medeiros,2,NE10,13,6,0,0.684,NA
Bentley Falcons,56,2011,Carissa Medeiros,2,NE10,9,8,0,0.529,NA
Bentley Falcons,56,2010,Carissa Medeiros,2,NE10,11,7,0,0.611,NA
Bentley Falcons,56,2009,Carissa Medeiros,2,NE10,9,9,0,0.5,NA
Bentley Falcons,56,2008,Carissa Medeiros,2,NE10,7,10,0,0.412,NA
Bentley Falcons,56,2007,Jessica Davos,2,NE10,11,6,0,0.647,NA
Bentley Falcons,56,2006,Angela McMahon,2,NE10,7,8,0,0.467,NA
Bentley Falcons,56,2005,Ben Saraydarian,2,NE10,6,8,0,0.429,NA
Bentley Falcons,56,2004,Ben Saraydarian,2,NE10,6,7,0,0.462,NA
Bentley Falcons,56,2003,Ben Saraydarian,2,NE10,9,5,0,0.643,NA
Bentley Falcons,56,2002,Ben Saraydarian,2,NE10,7,6,0,0.538,NA
Bentley Falcons,56,2001,Kelly McGowan (West),2,NA,7,6,0,0.538,NA
Bentley Falcons,56,2000,Kelly McGowan (West),2,NA,13,3,0,0.813,NA
Bentley Falcons,56,1999,Kelly McGowan (West),2,NA,4,4,0,0.5,NA
Berry Vikings,973,2023,Brittni Hall,3,SAA,0,0,0,0,
Berry Vikings,973,2022,Brittni Hall,3,SAA,9,6,0,0.6,
Berry Vikings,973,2021,Brittni Hall,3,SAA,4,6,0,0.4,
Berry Vikings,973,2020,Brittni Hall,3,SAA,2,8,0,0.2,
Berry Vikings,973,2019,Brittni Hall,3,SAA,1,14,0,0.067,
Berry Vikings,973,2018,Brittni Hall,3,SAA,4,11,0,0.267,
Berry Vikings,973,2017,Shaun Williamson,3,SAA,9,9,0,0.5,
Berry Vikings,973,2016,Shaun Williamson,3,SAA,8,8,0,0.5,
Berry Vikings,973,2015,Shaun Williamson,3,SAA,9,7,0,0.563,
Berry Vikings,973,2014,Shaun Williamson,3,SAA,9,7,0,0.563,
Berry Vikings,973,2013,Shaun Williamson,3,SAA,8,9,0,0.471,
Berry Vikings,973,2012,Shaun Williamson,3,NA,9,5,1,0.633,
Berry Vikings,973,2011,Shaun Williamson,3,NA,8,7,0,0.533,Inaugural Varsity Season
Bethany (WV) Bison,59,2023,Jordan Blackburne,3,PAC,0,0,0,0,NA
Bethany (WV) Bison,59,2022,Liz Geyer,3,PAC,7,10,0,0.412,NA
Bethany (WV) Bison,59,2021,Liz Geyer,3,PAC,1,3,0,0.25,NA
Bethany (WV) Bison,59,2020,Liz Geyer,3,PAC,0,3,0,0,NA
Bethany (WV) Bison,59,2019,Liz Geyer,3,PAC,3,12,0,0.2,NA
Binghamton Bearcats,62,2023,Stephanie Allen,1,America East,0,0,0,0,NA
Binghamton Bearcats,62,2022,Stephanie Allen,1,America East,7,9,0,0.438,NA
Binghamton Bearcats,62,2021,Stephanie Allen,1,America East,3,5,0,0.375,NA
Binghamton Bearcats,62,2020,Stephanie Allen,1,America East,3,5,0,0.375,NA
Binghamton Bearcats,62,2019,Stephanie Allen,1,America East,2,15,0,0.118,NA
Binghamton Bearcats,62,2018,Stephanie Allen,1,America East,8,9,0,0.471,NA
Binghamton Bearcats,62,2017,Stephanie Allen,1,America East,6,11,0,0.353,NA
Binghamton Bearcats,62,2016,Stephanie Allen,1,America East,6,11,0,0.353,NA
Binghamton Bearcats,62,2015,Stephanie Allen,1,America East,6,11,0,0.353,NA
Binghamton Bearcats,62,2014,Stephanie Allen,1,America East,7,9,0,0.438,NA
Binghamton Bearcats,62,2013,Stephanie Allen,1,America East,2,12,0,0.143,NA
Binghamton Bearcats,62,2012,Tony Zostant,1,America East,3,13,0,0.188,NA
Binghamton Bearcats,62,2011,Tony Zostant,1,America East,4,13,0,0.235,NA
Binghamton Bearcats,62,2010,Tony Zostant,1,America East,2,13,0,0.133,NA
Binghamton Bearcats,62,2009,Tony Zostant,1,America East,3,13,0,0.188,NA
Binghamton Bearcats,62,2008,Tony Zostant,1,America East,5,11,0,0.313,NA
Binghamton Bearcats,62,2007,Emily Edmonston,1,America East,1,14,0,0.067,NA
Binghamton Bearcats,62,2006,Emily Edmonston,1,America East,4,13,0,0.235,NA
Binghamton Bearcats,62,2005,Emily Edmonston,1,America East,3,12,0,0.2,NA
Binghamton Bearcats,62,2004,Sue Estabrook,1,America East,4,11,0,0.267,NA
Binghamton Bearcats,62,2003,Sue Estabrook,1,America East,0,12,0,0,NA
Binghamton Bearcats,62,2002,Sue Estabrook,1,America East,1,11,0,0.083,NA
Birmingham-So. Panthers,28593,2023,Logan Harris,3,SAA,0,0,0,0,NA
