team_name,team_id,season,head_coach,division,conference,wins,losses,ties,wl_per,notes
Converse Valkyries,8935,2015,Ryan Weiss,2,Conference Carolinas,9,9,0,0.5,NA
Converse Valkyries,8935,2014,Ryan Weiss,2,Conference Carolinas,7,11,0,0.389,NA
Converse Valkyries,8935,2013,Ryan Weiss,2,Conference Carolinas,9,9,0,0.5,NA
Converse Valkyries,8935,2012,Kelly Buikus,2,Conference Carolinas,5,10,0,0.333,NA
Converse Valkyries,8935,2011,Julie Redman,2,Conference Carolinas,3,14,0,0.176,NA
Converse Valkyries,8935,2010,Julie Redman,2,Conference Carolinas,6,11,0,0.353,NA
Converse Valkyries,8935,2009,Julie Redman,2,NA,3,13,0,0.188,NA
Cornell Big Red,167,2023,Jenny Graap,1,Ivy League,0,0,0,0,
Cornell Big Red,167,2022,Jenny Graap,1,Ivy League,8,8,0,0.5,
Cornell Big Red,167,2021,Jenny Graap,1,Ivy League,0,0,0,0,Season canceled due to the COVID-19 pandemic
Cornell Big Red,167,2020,Jenny Graap,1,Ivy League,4,2,0,0.667,
Cornell Big Red,167,2019,Jenny Graap,1,Ivy League,8,8,0,0.5,
Cornell Big Red,167,2018,Jenny Graap,1,Ivy League,7,8,0,0.467,
Cornell Big Red,167,2017,Jenny Graap,1,Ivy League,13,6,0,0.684,
Cornell Big Red,167,2016,Jenny Graap,1,Ivy League,14,5,0,0.737,
Cornell Big Red,167,2015,Jenny Graap,1,Ivy League,9,7,0,0.563,
Cornell Big Red,167,2014,Jenny Graap,1,Ivy League,7,9,0,0.438,
Cornell Big Red,167,2013,Jenny Graap,1,Ivy League,10,6,0,0.625,
Cornell Big Red,167,2012,Jenny Graap,1,Ivy League,11,5,0,0.688,
Cornell Big Red,167,2011,Jenny Graap,1,Ivy League,6,8,0,0.429,
Cornell Big Red,167,2010,Jenny Graap,1,Ivy League,5,10,0,0.333,
Cornell Big Red,167,2009,Jenny Graap,1,Ivy League,9,7,0,0.563,
Cornell Big Red,167,2008,Jenny Graap,1,Ivy League,10,6,0,0.625,
Cornell Big Red,167,2007,Jenny Graap,1,Ivy League,5,10,0,0.333,
Cornell Big Red,167,2006,Jenny Graap,1,Ivy League,12,4,0,0.75,
Cornell Big Red,167,2005,Jenny Graap,1,Ivy League,9,6,0,0.6,
Cornell Big Red,167,2004,Jenny Graap,1,Ivy League,6,9,0,0.4,
Cornell Big Red,167,2003,Jenny Graap,1,Ivy League,11,5,0,0.688,
Cornell Big Red,167,2002,Jenny Graap,1,Ivy League,16,2,0,0.889,
Cornell Big Red,167,2001,Jenny Graap,1,NA,11,4,0,0.733,
Cornell Big Red,167,2000,Jenny Graap,1,NA,13,4,0,0.765,
Cornell Big Red,167,1999,Jenny Graap,1,NA,9,6,0,0.6,
Cornell Big Red,167,1998,Jenny Graap,1,NA,7,7,0,0.5,
Cornell Big Red,167,1997,Cheryl Wolf,1,NA,5,9,0,0.357,
Cornell Big Red,167,1996,Cheryl Wolf,1,NA,5,9,0,0.357,
Cornell Big Red,167,1995,Cheryl Wolf,1,NA,7,6,0,0.538,
Cornell Big Red,167,1994,Cheryl Wolf,1,NA,4,10,0,0.286,
Cornell Big Red,167,1993,Cheryl Wolf,1,NA,7,6,0,0.538,
Cornell Big Red,167,1992,Cheryl Wolf,1,NA,11,5,0,0.688,
Cornell Big Red,167,1991,Cheryl Wolf,1,NA,8,5,0,0.615,
Cornell Big Red,167,1990,Cheryl Wolf,1,NA,8,6,0,0.571,
Cornell Big Red,167,1989,Cheryl Wolf,1,NA,1,12,0,0.077,
Cornell Big Red,167,1988,Cheryl Wolf,1,NA,7,6,0,0.538,
Cornell Big Red,167,1987,Cheryl Wolf,1,NA,11,3,0,0.786,
Cornell Big Red,167,1986,Cheryl Wolf,1,NA,6,8,0,0.429,
Cornell Big Red,167,1985,Cheryl Wolf,1,NA,5,8,1,0.393,
Cornell Big Red,167,1984,Cheryl Wolf,1,NA,8,6,0,0.571,
Cornell Big Red,167,1983,Cheryl Wolf,1,NA,6,8,0,0.429,
Cornell Big Red,167,1982,Cheryl Wolf,1,NA,5,9,0,0.357,
Cornell Big Red,167,1981,Cheryl Wolf,1,NA,6,8,0,0.429,
Cornell Big Red,167,1980,Cheryl Wolf,1,NA,6,9,0,0.4,
Cornell Big Red,167,1979,Cheryl Wolf,1,NA,7,4,1,0.625,
Cornell Big Red,167,1978,Cheryl Wolf,1,NA,7,2,2,0.727,
Cornell Big Red,167,1977,Cheryl Wolf,1,NA,3,6,0,0.333,
Cornell Big Red,167,1976,Judy Zoble Kosstrin (1-6)Happy Horgan (1-6),1,NA,1,6,0,0.143,
Cornell Big Red,167,1975,Happy Horgan,1,NA,3,4,0,0.429,
Cornell Big Red,167,1974,Sue Tyler,1,NA,1,5,0,0.167,
Cornell Big Red,167,1973,Sue Tyler,1,NA,1,3,0,0.25,
Cornell Big Red,167,1972,Sue Tyler,1,NA,3,2,0,0.6,
Cornell College Rams,166,2023,Meredith Merce,3,MWLC,0,0,0,0,NA
Cornell College Rams,166,2022,Meredith Merce,3,MWLC,6,9,0,0.4,NA
Cornell College Rams,166,2021,Meredith Merce,3,MWLC,2,7,0,0.222,NA
Cornell College Rams,166,2020,Meredith Merce,3,MWLC,2,2,0,0.5,NA
Cornell College Rams,166,2019,Meredith Merce,3,MWLC,7,10,0,0.412,NA
Cornell College Rams,166,2018,Meredith Merce,3,MWLC,8,8,0,0.5,NA
Cornell College Rams,166,2017,Meredith Merce,3,MWLC,2,14,0,0.125,NA
Cornell College Rams,166,2016,Meredith Merce,3,MWLC,1,14,0,0.067,NA
Cornell College Rams,166,2015,Lauren Simko,3,MWLC,1,14,0,0.067,NA
CSU Pueblo ThunderWolves,2720,2023,Monica Potter,2,RMAC,0,0,0,0,NA
CSU Pueblo ThunderWolves,2720,2022,Monica Potter,2,RMAC,2,13,0,0.133,NA
CSU Pueblo ThunderWolves,2720,2021,Monica Potter,2,RMAC,4,9,0,0.308,NA
CSU Pueblo ThunderWolves,2720,2020,Monica Potter,2,RMAC,1,4,0,0.2,NA
CSU Pueblo ThunderWolves,2720,2019,Monica Potter,2,RMAC,6,8,0,0.429,NA
CSU Pueblo ThunderWolves,2720,2018,Monica Potter,2,RMAC,4,11,0,0.267,NA
CSU Pueblo ThunderWolves,2720,2017,Monica Potter,2,RMAC,5,10,0,0.333,NA
CSU Pueblo ThunderWolves,2720,2016,Monica Potter,2,RMAC,8,8,0,0.5,NA
CSU Pueblo ThunderWolves,2720,2015,Monica Potter,2,RMAC,4,12,0,0.25,NA
Curry Colonels,170,2023,Sarah Dacey,3,CCC,0,0,0,0,NA
Curry Colonels,170,2022,Sarah Dacey,3,CCC,2,13,0,0.133,NA
Curry Colonels,170,2021,Annie O'Bryne,3,CCC,2,6,0,0.25,NA
Curry Colonels,170,2020,Annie O'Bryne,3,CCC,1,3,0,0.25,NA
Curry Colonels,170,2019,Annie O'Bryne,3,CCC,10,8,0,0.556,NA
Curry Colonels,170,2018,Caitlin Roberts,3,CCC,4,11,0,0.267,NA
Curry Colonels,170,2017,Caitlin Roberts,3,CCC,7,10,0,0.412,NA
Curry Colonels,170,2016,Caitlin Roberts,3,CCC,10,8,0,0.556,NA
Curry Colonels,170,2015,Caitlin Roberts,3,CCC,6,11,0,0.353,NA
Curry Colonels,170,2014,Caitlin Roberts,3,CCC,11,9,0,0.55,NA
Curry Colonels,170,2013,Caitlin Roberts,3,CCC,14,6,0,0.7,NA
Curry Colonels,170,2012,Caitlin Roberts,3,CCC,7,10,0,0.412,NA
Curry Colonels,170,2011,Caitlin Roberts,3,CCC,16,5,0,0.762,NA
Curry Colonels,170,2010,Caitlin Roberts,3,CCC,12,6,0,0.667,NA
Curry Colonels,170,2009,Caitlin Roberts,3,CCC,11,9,0,0.55,NA
Curry Colonels,170,2008,Caitlin Roberts,3,CCC,11,6,0,0.647,NA
Curry Colonels,170,2007,Caitlin Roberts,3,CCC,15,6,0,0.714,NA
Curry Colonels,170,2006,Caitlin Roberts,3,CCC,13,7,0,0.65,NA
Curry Colonels,170,2005,Caitlin Roberts,3,CCC,8,9,0,0.471,NA
Curry Colonels,170,2004,Caitlin Roberts,3,CCC,14,5,0,0.737,NA
Curry Colonels,170,2003,Caitlin Roberts,3,CCC,8,7,0,0.533,NA
Curry Colonels,170,2002,Caitlin Roberts,3,CCC,9,6,0,0.6,NA
Curry Colonels,170,2001,Caitlin Roberts,3,NA,4,8,0,0.333,NA
D'Youville Saints,1059,2023,Kate Mayhook,2,ECC,0,0,0,0,
D'Youville Saints,1059,2022,Kate Mayhook,2,ECC,8,8,0,0.5,
D'Youville Saints,1059,2021,Kate Mayhook,2,ECC,2,9,0,0.182,Reclassifying to D2. Year 1.
D'Youville Saints,1059,2020,Kate Mayhook,3,United East,2,1,0,0.667,
D'Youville Saints,1059,2019,Kate Mayhook,3,United East,7,10,0,0.412,
D'Youville Saints,1059,2018,Kate Mayhook,3,NA,4,9,0,0.308,
D'Youville Saints,1059,2017,Kate Mayhook,3,NA,0,10,0,0,
Daemen Wildcats,30174,2023,Dominique Hamman,2,ECC,0,0,0,0,NA
Daemen Wildcats,30174,2022,Dominique Hamman,2,ECC,0,0,0,0,NA
Dartmouth Big Green,172,2023,Alex Frank,1,Ivy League,0,0,0,0,
Dartmouth Big Green,172,2022,Alex Frank,1,Ivy League,3,12,0,0.2,
Dartmouth Big Green,172,2021,Alex Frank,1,Ivy League,0,1,0,0,Season limited due to the COVID-19 pandemic
Dartmouth Big Green,172,2020,Alex Frank,1,Ivy League,5,0,0,1,
Dartmouth Big Green,172,2019,Danielle Spencer,1,Ivy League,11,6,0,0.647,
Dartmouth Big Green,172,2018,Danielle Spencer,1,Ivy League,11,5,0,0.688,
Dartmouth Big Green,172,2017,Danielle Spencer,1,Ivy League,7,8,0,0.467,
Dartmouth Big Green,172,2016,Amy Patton,1,Ivy League,7,8,0,0.467,
Dartmouth Big Green,172,2015,Amy Patton,1,Ivy League,3,11,0,0.214,
Dartmouth Big Green,172,2014,Amy Patton,1,Ivy League,6,8,0,0.429,
Dartmouth Big Green,172,2013,Amy Patton,1,Ivy League,11,8,0,0.579,
Dartmouth Big Green,172,2012,Amy Patton,1,Ivy League,12,4,0,0.75,
Dartmouth Big Green,172,2011,Amy Patton,1,Ivy League,11,5,0,0.688,
Dartmouth Big Green,172,2010,Amy Patton,1,Ivy League,11,5,0,0.688,
Dartmouth Big Green,172,2009,Amy Patton,1,Ivy League,8,8,0,0.5,
Dartmouth Big Green,172,2008,Amy Patton,1,Ivy League,7,9,0,0.438,
Dartmouth Big Green,172,2007,Amy Patton,1,Ivy League,9,7,0,0.563,
Dartmouth Big Green,172,2006,Amy Patton,1,Ivy League,14,6,0,0.7,
Dartmouth Big Green,172,2005,Amy Patton,1,Ivy League,16,3,0,0.842,
Dartmouth Big Green,172,2004,Amy Patton,1,Ivy League,11,6,0,0.647,
Dartmouth Big Green,172,2003,Amy Patton,1,Ivy League,11,5,0,0.688,
Dartmouth Big Green,172,2002,Amy Patton,1,Ivy League,10,6,0,0.625,
Dartmouth Big Green,172,2001,Amy Patton,1,NA,13,4,0,0.765,
Dartmouth Big Green,172,2000,Amy Patton,1,NA,11,5,0,0.688,
Dartmouth Big Green,172,1999,Amy Patton,1,NA,11,5,0,0.688,
Dartmouth Big Green,172,1998,Amy Patton,1,NA,13,3,0,0.813,
Dartmouth Big Green,172,1997,Amy Patton,1,NA,10,4,0,0.714,
Dartmouth Big Green,172,1996,Amy Patton,1,NA,9,6,0,0.6,
Dartmouth Big Green,172,1995,Amy Patton,1,NA,12,3,0,0.8,
Dartmouth Big Green,172,1994,Amy Patton,1,NA,11,4,0,0.733,
Dartmouth Big Green,172,1993,Amy Patton,1,NA,11,4,0,0.733,
Dartmouth Big Green,172,1992,Josie Harper,1,NA,10,4,0,0.714,
Dartmouth Big Green,172,1991,Josie Harper,1,NA,5,8,0,0.385,
Dartmouth Big Green,172,1990,Josie Harper,1,NA,7,9,0,0.438,
Dartmouth Big Green,172,1989,Josie Harper,1,NA,9,6,0,0.6,
Dartmouth Big Green,172,1988,Josie Harper,1,NA,10,7,0,0.588,
Dartmouth Big Green,172,1987,Josie Harper,1,NA,10,4,0,0.714,
Dartmouth Big Green,172,1986,Josie Harper,1,NA,12,3,0,0.8,
Dartmouth Big Green,172,1985,Josie Harper,1,NA,9,4,0,0.692,
Dartmouth Big Green,172,1984,Josie Harper,1,NA,5,9,0,0.357,
Dartmouth Big Green,172,1983,Josie Harper,1,NA,9,6,0,0.6,
Dartmouth Big Green,172,1982,Josie Harper,1,NA,2,9,0,0.182,
Dartmouth Big Green,172,1981,Aggie Kurtz,1,NA,5,7,0,0.417,
Dartmouth Big Green,172,1980,Aggie Kurtz,1,NA,5,6,0,0.455,
Dartmouth Big Green,172,1979,Aggie Kurtz,1,NA,6,9,0,0.4,
Dartmouth Big Green,172,1978,Aggie Kurtz,1,NA,7,9,1,0.441,
Dartmouth Big Green,172,1977,Aggie Kurtz,1,NA,6,6,2,0.5,
Dartmouth Big Green,172,1976,Aggie Kurtz,1,NA,6,4,1,0.591,
Dartmouth Big Green,172,1975,Aggie Kurtz,1,NA,7,2,0,0.778,
Dartmouth Big Green,172,1974,Aggie Kurtz,1,NA,1,7,0,0.125,
Dartmouth Big Green,172,1973,Aggie Kurtz,1,NA,2,2,0,0.5,
Davenport Panthers,30221,2023,Haley Schmucker,2,GLIAC,0,0,0,0,
Davenport Panthers,30221,2022,Rob Harris,2,GLIAC,13,6,0,0.684,
Davenport Panthers,30221,2021,Rob Harris,2,GLIAC,11,3,0,0.786,
Davenport Panthers,30221,2020,Rob Harris,2,GLIAC,4,1,0,0.8,
Davenport Panthers,30221,2019,Rob Harris,2,GLIAC,8,9,0,0.471,NCAA Provisional Member
Davenport Panthers,30221,2018,Rob Harris,2,GLIAC,3,13,0,0.188,NCAA DII Provisional Member
Davenport Panthers,30221,2017,Rob Harris,2,NA,15,3,0,0.833,
Davenport Panthers,30221,2016,Rob Harris,NA,NA,17,3,0,0.85,
Davenport Panthers,30221,2015,Rob Harris,NA,NA,16,4,0,0.8,
Davenport Panthers,30221,2014,Rob Harris,NA,NA,16,4,0,0.8,
Davidson Wildcats,173,2023,Kimberly Wayne,1,Atlantic 10,0,0,0,0,NA
Davidson Wildcats,173,2022,Kimberly Wayne,1,Atlantic 10,13,5,0,0.722,NA
Davidson Wildcats,173,2021,Kimberly Wayne,1,Atlantic 10,11,4,0,0.733,NA
Davidson Wildcats,173,2020,Kimberly Wayne,1,Atlantic 10,2,4,0,0.333,NA
Davidson Wildcats,173,2019,Kimberly Wayne,1,Atlantic 10,8,9,0,0.471,NA
Davidson Wildcats,173,2018,Kimberly Wayne,1,Atlantic 10,11,8,0,0.579,NA
Davidson Wildcats,173,2017,Kimberly Wayne,1,Atlantic 10,8,10,0,0.444,NA
Davidson Wildcats,173,2016,Kimberly Wayne,1,Atlantic 10,8,9,0,0.471,NA
Davidson Wildcats,173,2015,Kimberly Wayne,1,Atlantic 10,6,10,0,0.375,NA
Davidson Wildcats,173,2014,Kimberly Wayne,1,Big South,12,7,0,0.632,NA
Davidson Wildcats,173,2013,Kimberly Wayne,1,Big South,11,7,0,0.611,NA
Davidson Wildcats,173,2012,Kimberly Wayne,1,NA,8,10,0,0.444,NA
Davidson Wildcats,173,2011,Kimberly Wayne,1,NA,6,12,0,0.333,NA
Davidson Wildcats,173,2010,Kimberly Wayne,1,NA,9,9,0,0.5,NA
Davidson Wildcats,173,2009,Kimberly Wayne,1,NA,6,10,0,0.375,NA
Davidson Wildcats,173,2008,Betsy Economou,1,NA,11,5,0,0.688,NA
Davidson Wildcats,173,2007,Betsy Economou,1,NA,5,8,0,0.385,NA
Davidson Wildcats,173,2006,Heather Young,1,AAC,9,7,0,0.563,NA
Davidson Wildcats,173,2005,Heather Young,1,AAC,4,12,0,0.25,NA
Davidson Wildcats,173,2004,Mary Schwartz (0-2)Heather Young (4-11),1,AAC,4,13,0,0.235,NA
Davidson Wildcats,173,2003,Mary Schwartz,1,AAC,1,15,0,0.063,NA
Davidson Wildcats,173,2002,Mary Schwartz,1,AAC,5,12,0,0.294,NA
Davidson Wildcats,173,2001,Mary Schwartz,1,NA,7,10,0,0.412,NA
Davidson Wildcats,173,2000,Mary Schwartz,1,NA,6,10,0,0.375,NA
Davidson Wildcats,173,1999,Mary Schwartz,1,NA,7,9,0,0.438,NA
Davidson Wildcats,173,1998,Mary Schwartz,1,NA,5,9,0,0.357,NA
Davidson Wildcats,173,1997,Mary Schwartz,1,NA,9,7,0,0.563,NA
Davidson Wildcats,173,1996,Mary Schwartz,1,NA,6,8,0,0.429,NA
Davidson Wildcats,173,1995,Kristen Manning,1,NA,5,10,0,0.333,NA
Davidson Wildcats,173,1994,Kerstin Kimel,1,NA,4,8,0,0.333,NA
Davis & Elkins Senators,174,2023,David Pomeroy,2,MEC,0,0,0,0,NA
Davis & Elkins Senators,174,2022,David Pomeroy,2,MEC,5,10,0,0.333,NA
Davis & Elkins Senators,174,2021,Tommy Kelly,2,MEC,5,6,0,0.455,NA
Davis & Elkins Senators,174,2020,Tommy Kelly,2,MEC,1,3,0,0.25,NA
Davis & Elkins Senators,174,2019,Tommy Kelly,2,G-MAC,10,6,0,0.625,NA
Davis & Elkins Senators,174,2018,Tommy Kelly,2,G-MAC,3,13,0,0.188,NA
Davis & Elkins Senators,174,2017,Malorie Stockwell,2,G-MAC,0,12,0,0,NA
Davis & Elkins Senators,174,2016,Sasha Vedock,2,G-MAC,1,10,0,0.091,NA
Dean Bulldogs,30219,2023,Ashley Magruda-Wood,3,Great Northeast,0,0,0,0,
Dean Bulldogs,30219,2022,Ashley Magruda-Wood,3,Great Northeast,6,10,0,0.375,
Dean Bulldogs,30219,2021,Jess Paulin,3,Great Northeast,0,4,0,0,
Dean Bulldogs,30219,2020,Jess Paulin,3,NECC,0,1,0,0,NCAA Division III Provisional Member (active 2020-21)
Dean Bulldogs,30219,2019,,3,NECC,0,14,0,0,NCAA Division III Provisional Member
Dean Bulldogs,30219,2018,,NA,NECC,NA,NA,NA,0,
Dean Bulldogs,30219,2017,,NA,NA,0,12,0,0,
Delaware Blue Hens,180,2023,Amy Altig,1,CAA,0,0,0,0,
Delaware Blue Hens,180,2022,Amy Altig,1,CAA,5,12,0,0.294,
Delaware Blue Hens,180,2021,Amy Altig,1,CAA,1,5,0,0.167,
Delaware Blue Hens,180,2020,Amy Altig,1,CAA,2,3,0,0.4,
Delaware Blue Hens,180,2019,Kateri Linville,1,CAA,7,10,0,0.412,
Delaware Blue Hens,180,2018,Kateri Linville,1,CAA,8,10,0,0.444,
Delaware Blue Hens,180,2017,Kateri Linville,1,CAA,9,8,0,0.529,
Delaware Blue Hens,180,2016,Kateri Linville,1,CAA,11,6,0,0.647,
Delaware Blue Hens,180,2015,Kateri Linville,1,CAA,11,7,0,0.611,
Delaware Blue Hens,180,2014,Kateri Linville,1,CAA,10,7,0,0.588,
Delaware Blue Hens,180,2013,Kateri Linville,1,CAA,10,6,0,0.625,
Delaware Blue Hens,180,2012,Kateri Linville,1,CAA,5,12,0,0.294,
Delaware Blue Hens,180,2011,Kateri Linville,1,CAA,8,9,0,0.471,
Delaware Blue Hens,180,2010,Kim Ciarrocca,1,CAA,6,10,0,0.375,
Delaware Blue Hens,180,2009,Kim Ciarrocca,1,CAA,10,7,0,0.588,
Delaware Blue Hens,180,2008,Kim Ciarrocca,1,CAA,11,6,0,0.647,
Delaware Blue Hens,180,2007,Kim Ciarrocca,1,CAA,11,6,0,0.647,
Delaware Blue Hens,180,2006,Kim Ciarrocca,1,CAA,5,12,0,0.294,
Delaware Blue Hens,180,2005,Kim Ciarrocca,1,CAA,8,8,0,0.5,
Delaware Blue Hens,180,2004,Denise Wescott,1,CAA,6,10,0,0.375,
Delaware Blue Hens,180,2003,Denise Wescott,1,CAA,7,9,0,0.438,
Delaware Blue Hens,180,2002,Denise Wescott,1,CAA,4,12,0,0.25,
Delaware Blue Hens,180,2001,Denise Wescott,1,NA,7,10,0,0.412,
Delaware Blue Hens,180,2000,Denise Wescott,1,NA,13,5,0,0.722,
Delaware Blue Hens,180,1999,Denise Wescott,1,NA,13,5,0,0.722,
Delaware Blue Hens,180,1998,Denise Wescott,1,NA,14,4,0,0.778,
Delaware Blue Hens,180,1997,Denise Wescott,1,NA,12,6,0,0.667,
Delaware Blue Hens,180,1996,Denise Wescott,1,NA,8,8,0,0.5,
Delaware Blue Hens,180,1995,Denise Wescott,1,NA,9,10,0,0.474,
Delaware Blue Hens,180,1994,Denise Wescott,1,NA,11,7,0,0.611,
Delaware Blue Hens,180,1993,Mary Beth Holder,1,NA,6,11,0,0.353,
Delaware Blue Hens,180,1992,Mary Beth Holder,1,NA,7,9,0,0.438,
Delaware Blue Hens,180,1991,Mary Beth Holder,1,NA,6,11,0,0.353,
Delaware Blue Hens,180,1990,Mary Beth Holder,1,NA,8,9,0,0.471,
Delaware Blue Hens,180,1989,Janet Smith,1,NA,11,6,0,0.647,
Delaware Blue Hens,180,1988,Janet Smith,1,NA,8,9,0,0.471,
Delaware Blue Hens,180,1987,Janet Smith,1,NA,12,5,0,0.706,
Delaware Blue Hens,180,1986,Janet Smith,1,NA,9,8,0,0.529,
Delaware Blue Hens,180,1985,Janet Smith,1,NA,9,8,0,0.529,
Delaware Blue Hens,180,1984,Janet Smith,1,NA,15,4,1,0.775,
Delaware Blue Hens,180,1983,Janet Smith,1,NA,18,2,0,0.9,National Champions
Delaware Blue Hens,180,1982,Janet Smith,1,NA,14,1,0,0.933,
Delaware Blue Hens,180,1981,Janet Smith,1,NA,13,2,0,0.867,
Delaware Blue Hens,180,1980,Janet Smith,1,NA,9,6,0,0.6,
Delaware Blue Hens,180,1979,Judith Clapp,1,NA,8,7,0,0.533,
Delaware Blue Hens,180,1978,Judith Clapp,1,NA,5,6,0,0.455,
Delaware St. Hornets,178,2023,Pamella Jenkins,1,ASUN,0,0,0,0,NA
Delaware St. Hornets,178,2022,Pamella Jenkins,1,ASUN,1,13,0,0.071,NA
Delaware St. Hornets,178,2021,Pamella Jenkins,1,SoCon,1,9,0,0.1,NA
Delaware St. Hornets,178,2020,Pamella Jenkins,1,SoCon,1,5,0,0.167,NA
Delaware St. Hornets,178,2019,Kari-lei Berry,1,SoCon,1,11,0,0.083,NA
Delaware St. Hornets,178,2018,Kari-lei Berry,1,SoCon,NA,14,NA,0,NA
Delaware St. Hornets,178,2017,Kari-lei Berry,1,ASUN,1,10,0,0.091,NA
Delaware St. Hornets,178,2016,Jillian Lontz,1,NA,2,9,0,0.182,NA
Delaware St. Hornets,178,2015,Jillian Lontz,1,NA,2,13,0,0.133,NA
Delaware St. Hornets,178,2014,Jillian Lontz,1,NA,0,11,0,0,NA
Delaware St. Hornets,178,2013,Jillian Lontz,1,NA,0,11,0,0,NA
Delaware Valley Aggies,179,2023,Lisa Clark,3,MAC Freedom,0,0,0,0,NA
Delaware Valley Aggies,179,2022,Lisa Clark,3,MAC Freedom,1,14,0,0.067,NA
Delaware Valley Aggies,179,2021,Ramona Walters,3,MAC Freedom,0,12,0,0,NA
Delaware Valley Aggies,179,2020,Ramona Walters,3,MAC Freedom,1,4,0,0.2,NA
Delaware Valley Aggies,179,2019,Ramona Walters,3,MAC Freedom,5,8,0,0.385,NA
Delaware Valley Aggies,179,2018,Ramona Walters,3,MAC Freedom,5,9,0,0.357,NA
Delaware Valley Aggies,179,2017,Ramona Walters,3,MAC Freedom,8,7,0,0.533,NA
Delaware Valley Aggies,179,2016,Ramona Walters,3,MAC Freedom,5,9,0,0.357,NA
Delaware Valley Aggies,179,2015,Ramona Walters,3,MAC Freedom,2,11,0,0.154,NA
Denison Big Red,182,2023,Amanda Daniels,3,NCAC,0,0,0,0,NA
Denison Big Red,182,2022,Amanda Daniels,3,NCAC,12,7,0,0.632,NA
Denison Big Red,182,2021,Amanda Daniels,3,NCAC,12,2,0,0.857,NA
Denison Big Red,182,2020,Amanda Daniels,3,NCAC,2,3,0,0.4,NA
Denison Big Red,182,2019,Amanda Daniels,3,NCAC,16,5,0,0.762,NA
Denison Big Red,182,2018,Amanda Daniels,3,NCAC,17,3,0,0.85,NA
Denison Big Red,182,2017,Amanda Daniels,3,NCAC,15,4,0,0.789,NA
Denison Big Red,182,2016,Amanda Daniels,3,NCAC,13,6,0,0.684,NA
Denison Big Red,182,2015,Amanda Daniels,3,NCAC,11,7,0,0.611,NA
Denison Big Red,182,2014,Amanda Daniels,3,NCAC,13,5,0,0.722,NA
Denison Big Red,182,2013,Kristin Ramey,3,NCAC,13,3,0,0.813,NA
Denison Big Red,182,2012,Kristin Ramey,3,NCAC,15,5,0,0.75,NA
Denison Big Red,182,2011,P.J. Soteriades,3,NCAC,13,5,0,0.722,NA
Denison Big Red,182,2010,Stephani Schmidt,3,NCAC,7,7,0,0.5,NA
Denison Big Red,182,2009,Stephani Schmidt,3,NCAC,6,8,0,0.429,NA
Denison Big Red,182,2008,Stephani Schmidt,3,NCAC,6,9,0,0.4,NA
Denison Big Red,182,2007,Stephani Schmidt,3,NCAC,7,8,0,0.467,NA
Denison Big Red,182,2006,Stephani Schmidt,3,NCAC,8,8,0,0.5,NA
Denison Big Red,182,2005,Stephani Schmidt,3,NCAC,9,4,0,0.692,NA
Denison Big Red,182,2004,Stephani Schmidt,3,NCAC,7,6,0,0.538,NA
Denison Big Red,182,2003,Stephani Schmidt,3,NCAC,11,6,0,0.647,NA
Denison Big Red,182,2002,Stephani Schmidt,3,NCAC,9,7,0,0.563,NA
Denison Big Red,182,2001,Stephani Schmidt,3,NA,10,5,0,0.667,NA
Denison Big Red,182,2000,Alix Barrale,3,NA,9,5,0,0.643,NA
Denison Big Red,182,1999,Alix Barrale,3,NA,11,4,0,0.733,NA
Denison Big Red,182,1998,Alix Barrale,3,NA,10,6,0,0.625,NA
Denison Big Red,182,1997,Alix Barrale,3,NA,9,8,0,0.529,NA
Denison Big Red,182,1996,,3,NA,NA,3,0,0,NA
Denison Big Red,182,1995,Sue Stimmel,3,NA,16,3,0,0.842,NA
Denison Big Red,182,1994,Sue Stimmel,3,NA,12,3,0,0.8,NA
Denison Big Red,182,1993,Sue Stimmel,3,NA,12,3,0,0.8,NA
Denison Big Red,182,1992,Sue Stimmel,3,NA,12,3,0,0.8,NA
Denison Big Red,182,1991,Sue Stimmel,3,NA,12,3,0,0.8,NA
Denison Big Red,182,1990,Sue Stimmel,3,NA,12,3,0,0.8,NA
Denison Big Red,182,1989,Tracy Coyne,3,NA,10,2,0,0.833,NA
Denison Big Red,182,1988,Tracy Coyne,3,NA,13,4,0,0.765,NA
Denison Big Red,182,1987,Jan Hathorn,3,NA,12,1,0,0.923,NA
Denison Big Red,182,1986,Jan Hathorn,3,NA,10,7,0,0.588,NA
Denison Big Red,182,1985,Jan Hathorn,3,NA,13,4,0,0.765,NA
Denison Big Red,182,1984,Jan Hathorn,3,NA,13,2,0,0.867,NA
Denison Big Red,182,1983,Jan Hathorn,3,NA,7,5,0,0.583,NA
Denver Pioneers,183,2023,Liza Kelly,1,Big East,0,0,0,0,NA
Denver Pioneers,183,2022,Liza Kelly,1,Big East,18,3,0,0.857,NA
Denver Pioneers,183,2021,Liza Kelly,1,Big East,16,2,0,0.889,NA
Denver Pioneers,183,2020,Liza Kelly,1,Big East,7,1,0,0.875,NA
Denver Pioneers,183,2019,Liza Kelly,1,Big East,16,4,0,0.8,NA
Denver Pioneers,183,2018,Liza Kelly,1,Big East,13,7,0,0.65,NA
Denver Pioneers,183,2017,Liza Kelly,1,Big East,14,4,0,0.778,NA
Denver Pioneers,183,2016,Liza Kelly,1,MPSF,9,9,0,0.5,NA
