team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,fouls,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,ppg,shg,ground_balls,turnovers,ct,f_os_won,f_os_taken,fo_pct,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,t,freepos_shots,freepos_goals,rc,yc,draw_controls,clears,clr_att
Edinboro Fighting Scots,209,2010,PSAC,906,,"Mackessy, Abbey",So,,16,,NA,33,6,39,NA,NA,NA,NA,NA,NA,NA,14,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Mcavoy, Julie",So,,16,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,659:14,205,18.658,101,0.33,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Zajac, Rebecca",Fr,,16,,NA,23,13,36,NA,NA,NA,NA,NA,NA,NA,40,NA,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Will, Shelby",Fr,,16,,NA,18,7,25,NA,NA,NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Laird, Molly",Fr,,15,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Mcavoy, Maureen",So,,14,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Rohrich, Shannon",Fr,,10,,NA,7,2,9,NA,NA,NA,NA,NA,NA,NA,18,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Fiori, Teresa",So,,10,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,182:29,57,18.742,28,0.329,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Bova, Megan",So,,9,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Bova, Brittany",So,,8,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Balcerzak, Erin",So,,7,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,181:09,32,10.599,20,0.385,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Niell, Stephannie",Fr,,6,,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,35,"Squire, Sallie",So,M,17,17,24,60,4,64,130,0.462,82,0.631,2,5,NA,37,24,23,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,22,14,NA,6,55,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,32,"Fixen, Aubrey",So,GK,17,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,60,1,13,NA,0,NA,17,17,946:15,170,10.779,107,0.386,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,20,"Zeruto, Alexa",So,ATT,17,14,NA,19,11,30,36,0.528,30,0.833,3,NA,NA,13,27,4,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,26,"McDonough, Murphy",Jr,ATT,17,17,19,57,34,91,123,0.463,83,0.675,3,3,NA,22,34,17,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,22,11,NA,4,16,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,17,"Leonard, Evelyn",Fr,D,17,16,24,NA,NA,0,1,NA,1,1,NA,NA,NA,19,10,7,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,22,"Telatovich, Emma",Jr,,17,17,15,NA,NA,0,1,NA,1,1,NA,NA,NA,23,5,14,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,3,2,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,7,"Taht, Devyn",Sr,M,17,16,13,4,4,8,11,0.364,8,0.727,NA,1,NA,23,19,14,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,3,1,NA,2,45,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,4,"Leonard, Kendall",Sr,A,17,17,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,8,14,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,15,"Suh, Emily",Sr,,16,16,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,8,16,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,6,"Garofalo, Aliza",Fr,D,16,5,4,19,7,26,36,0.528,28,0.778,NA,3,NA,12,13,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,10,5,NA,1,3,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,23,"Ninesling, Elizabeth",Sr,,15,15,30,32,14,46,78,0.41,57,0.731,2,7,NA,48,21,30,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,14,7,NA,1,94,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,33,"Dailey, Ellie",Jr,,14,0,5,5,1,6,13,0.385,11,0.846,NA,NA,NA,10,9,4,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,4,3,NA,NA,8,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,13,"Maurer, Anna",Jr,,13,12,2,3,28,31,18,0.167,12,0.667,NA,NA,NA,16,24,7,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,25,"Lammes, Tori",Sr,,13,5,3,8,4,12,21,0.381,17,0.81,NA,NA,NA,6,9,4,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,8,"Durham, Zariah",Jr,,11,8,7,24,3,27,50,0.48,40,0.8,2,1,NA,5,11,7,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,10,4,NA,2,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,31,"Foreman, Callison",So,ATT,9,5,4,12,6,18,23,0.522,18,0.783,NA,NA,1,4,9,2,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,3,NA,NA,2,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,30,"Jones, Paige",Jr,,9,2,1,1,NA,1,4,0.25,3,0.75,NA,NA,NA,4,4,5,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,14,"Ebbesmeyer, Grace",Sr,D,8,2,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,21,"Zeruto, Kenley",Fr,M,7,3,1,6,5,11,22,0.273,12,0.545,NA,2,NA,NA,3,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,19,"Reich, Samantha",Fr,M,7,0,2,4,1,5,13,0.308,10,0.769,NA,NA,NA,1,2,2,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,4,1,NA,NA,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,18,"Ellwood, Madison",Fr,ATT,4,0,3,1,NA,1,3,0.333,3,1,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,3,1,NA,NA,5,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,2,"Henry, Kaitlyn",Fr,DM,4,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,27,"Sweeney, Katelynn",Fr,M,3,0,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,28,"Kuo, Maile",Fr,M,3,0,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,1,2,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,24,"Chepenik, Stela",Jr,,3,0,NA,1,2,3,2,0.5,1,0.5,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,34,"Bonbrest, Sydney",Jr,,3,0,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,40,"Haven, Olivia",Jr,GK,3,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,3,NA,72:30,8,6.621,7,0.467,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,29,"Longo, Kristina",Jr,,2,0,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,1,"Kimble, Ericka",Sr,,2,0,1,1,NA,1,2,0.5,2,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2022,Sunshine State,919,11,"CImaglia, Emily",Fr,ATT,2,0,1,1,2,3,3,0.333,2,0.667,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,33,"Dailey, Ellie",Fr,,7,3,2,6,6,12,18,0.333,11,0.611,NA,NA,NA,13,7,3,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,4,NA,NA,NA,23,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,30,"Jones, Paige",Fr,,7,3,5,8,5,13,17,0.471,14,0.824,1,NA,NA,8,3,5,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,8,"Durham, Zariah",Fr,,7,7,2,8,2,10,20,0.4,15,0.75,1,NA,NA,14,9,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,22,"Telatovich, Emma",Fr,,7,7,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,3,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,25,"Lammes, Tori",So,,7,2,3,7,8,15,11,0.636,9,0.818,NA,1,NA,2,9,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,23,"Ninesling, Elizabeth",So,,7,7,6,18,6,24,40,0.45,31,0.775,1,NA,NA,15,12,9,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,9,3,NA,NA,31,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,1,"Kimble, Ericka",So,,7,7,NA,10,3,13,27,0.37,19,0.704,1,1,NA,2,3,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,15,"Suh, Emily",So,,7,7,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,3,5,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,7,"Taht, Devyn",Jr,M,7,2,NA,5,1,6,14,0.357,13,0.929,NA,NA,NA,9,4,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,3,1,NA,NA,8,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,6,"Frund, Hannah",Jr,D,7,6,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,5,"Watson, Mya",Jr,A,7,5,1,26,11,37,36,0.722,35,0.972,1,4,NA,7,15,3,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,10,7,NA,1,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,4,"Leonard, Kendall",Jr,A,7,7,7,3,2,5,5,0.6,5,1,NA,NA,NA,8,7,4,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,9,"Jackson, McKenzie",Jr,A,7,7,4,18,9,27,27,0.667,25,0.926,NA,1,NA,6,4,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,6,4,NA,NA,32,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,14,"Ebbesmeyer, Grace",Jr,D,7,7,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,11,"Toney, Carson",Jr,M,6,,NA,4,3,7,11,0.364,8,0.727,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,27,"Kreider, Mary",Jr,G,6,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,NA,6,4,270:00,50,11.111,32,0.39,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,34,"Bonbrest, Sydney",Fr,,6,,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,24,"Chepenik, Stela",Fr,,4,,NA,1,3,4,3,0.333,3,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,21,"Mossop, Skylar",Sr,,4,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,4,3,150:00,13,5.2,7,0.35,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,18,"Jourden, Meg",Jr,,4,,1,2,NA,2,3,0.667,2,0.667,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,29,"Longo, Kristina",Fr,,3,,NA,1,1,2,2,0.5,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,10,"Arundel, Ireland",Fr,,2,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,2,"Greenberg, Gillian",Jr,A,2,,NA,2,NA,2,2,1,2,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,19,"Bryenton, Erin",Jr,,2,,NA,1,NA,1,1,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,12,"Mullins, Zoe",Fr,,2,,1,NA,1,1,1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,13,"Maurer, Anna",Fr,,1,,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,17,"Hammond, Angela",Jr,D,1,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,33,"Dailey, Ellie",Fr,,7,3,2,6,6,12,18,0.333,11,0.611,NA,NA,NA,13,7,3,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,4,NA,NA,NA,23,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,30,"Jones, Paige",Fr,,7,3,5,8,5,13,17,0.471,14,0.824,1,NA,NA,8,3,5,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,8,"Durham, Zariah",Fr,,7,7,2,8,2,10,20,0.4,15,0.75,1,NA,NA,14,9,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,22,"Telatovich, Emma",Fr,,7,7,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,3,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,25,"Lammes, Tori",So,,7,2,3,7,8,15,11,0.636,9,0.818,NA,1,NA,2,9,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,23,"Ninesling, Elizabeth",So,,7,7,6,18,6,24,40,0.45,31,0.775,1,NA,NA,15,12,9,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,9,3,NA,NA,31,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,1,"Kimble, Ericka",So,,7,7,NA,10,3,13,27,0.37,19,0.704,1,1,NA,2,3,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,15,"Suh, Emily",So,,7,7,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,3,5,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,7,"Taht, Devyn",Jr,M,7,2,NA,5,1,6,14,0.357,13,0.929,NA,NA,NA,9,4,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,3,1,NA,NA,8,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,6,"Frund, Hannah",Jr,D,7,6,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,5,"Watson, Mya",Jr,A,7,5,1,26,11,37,36,0.722,35,0.972,1,4,NA,7,15,3,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,10,7,NA,1,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,4,"Leonard, Kendall",Jr,A,7,7,7,3,2,5,5,0.6,5,1,NA,NA,NA,8,7,4,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,9,"Jackson, McKenzie",Jr,A,7,7,4,18,9,27,27,0.667,25,0.926,NA,1,NA,6,4,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,6,4,NA,NA,32,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,14,"Ebbesmeyer, Grace",Jr,D,7,7,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,11,"Toney, Carson",Jr,M,6,,NA,4,3,7,11,0.364,8,0.727,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,27,"Kreider, Mary",Jr,G,6,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,NA,6,4,270:00,50,11.111,32,0.39,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,34,"Bonbrest, Sydney",Fr,,6,,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,24,"Chepenik, Stela",Fr,,4,,NA,1,3,4,3,0.333,3,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,21,"Mossop, Skylar",Sr,,4,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,4,3,150:00,13,5.2,7,0.35,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,18,"Jourden, Meg",Jr,,4,,1,2,NA,2,3,0.667,2,0.667,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,29,"Longo, Kristina",Fr,,3,,NA,1,1,2,2,0.5,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,10,"Arundel, Ireland",Fr,,2,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,2,"Greenberg, Gillian",Jr,A,2,,NA,2,NA,2,2,1,2,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,19,"Bryenton, Erin",Jr,,2,,NA,1,NA,1,1,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,12,"Mullins, Zoe",Fr,,2,,1,NA,1,1,1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,13,"Maurer, Anna",Fr,,1,,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2020,Sunshine State,919,17,"Hammond, Angela",Jr,D,1,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2018,Sunshine State,919,20,"Kelley, Cierra",Fr,D,17,17,20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Embry-Riddle (FL) Eagles,9680,2018,Sunshine State,919,18,"Jourden, Meg",Fr,,17,6,8,7,5,12,13,0.538,11,0.846,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Embry-Riddle (FL) Eagles,9680,2018,Sunshine State,919,19,"Bryenton, Erin",Fr,,17,13,21,26,4,30,54,0.481,43,0.796,1,1,NA,18,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA
