team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,fouls,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,ppg,shg,ground_balls,turnovers,ct,f_os_won,f_os_taken,fo_pct,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,t,freepos_shots,freepos_goals,rc,yc,draw_controls,clears,clr_att
Edinboro Fighting Scots,209,2016,PSAC,906,07,"Thomas, Kayla",So,,3,0,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,66,"Skinner, Paige",Fr,,15,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,35,NA,1,NA,NA,NA,15,15,"49,348",171,12.475,138,0.447,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,16,"Peters, Emily",So,,15,15,NA,35,5,40,69,0.507,61,0.884,2,1,NA,23,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,17,"Olson, Rachel",So,,15,15,NA,17,2,19,37,0.459,29,0.784,NA,2,NA,24,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,3,"Wright, Haleigh",So,,15,15,NA,4,NA,4,9,0.444,6,0.667,1,NA,NA,28,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,20,"Martin, Rebecca",Jr,,15,15,NA,14,56,70,31,0.452,22,0.71,1,NA,NA,15,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,18,"Purdy, Anna",Jr,,15,15,NA,26,17,43,61,0.426,52,0.852,NA,NA,NA,14,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,9,"Campion, Molly",Sr,,15,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,6,"Mong, Hannah",Jr,,15,14,NA,4,NA,4,11,0.364,8,0.727,NA,NA,NA,13,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,10,"Healy, Alexa",So,,13,13,NA,21,7,28,43,0.488,39,0.907,1,NA,NA,7,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,8,"Fitzgerald, Hannah",Fr,,13,10,NA,7,1,8,12,0.583,11,0.917,NA,NA,NA,14,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,21,"Tomasic, Samantha",So,,13,13,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,22,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,19,"Thur, Kasey",Fr,,12,6,NA,7,NA,7,13,0.538,11,0.846,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,11,"Hrycko, Cydney",So,,10,10,NA,23,7,30,64,0.359,54,0.844,1,NA,NA,27,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,39,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,5,"Davis, Alayna",Sr,,9,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,23,"Gordon, Erin",Fr,,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,7,"Thomas, Kayla",Fr,,6,0,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,51,"Zbivonec, Amanda",So,,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,4,NA,"4,652",14,10.834,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,22,"Smith, Laura",Fr,,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2015,PSAC,906,15,"Waterston, Mackenzie",N/A,,3,0,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,11,"Hrycko, Cydney",Fr,,16,16,NA,37,14,51,70,0.529,54,0.771,3,1,NA,50,NA,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,7,"Olson, Rachel",Fr,,16,13,NA,10,5,15,18,0.556,14,0.778,2,NA,NA,34,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,3,"Wright, Haleigh",Fr,,16,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,35,NA,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,34,"Held, Autumn",So,,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,5,NA,NA,NA,16,14,"49,612",148,10.739,129,0.466,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,20,"Martin, Rebecca",So,,16,16,NA,26,36,62,55,0.473,47,0.855,1,NA,NA,14,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,18,"Purdy, Anna",So,,16,16,NA,19,18,37,51,0.373,41,0.804,1,NA,NA,14,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,9,"Campion, Molly",Jr,,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,12,"Hey, Courtney",Sr,,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,13,"Wirth, Jenny",Sr,,16,16,NA,24,5,29,60,0.4,55,0.917,NA,1,1,21,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,27,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,6,"Mong, Hannah",So,,16,14,NA,6,1,7,15,0.4,11,0.733,NA,NA,NA,23,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,10,"Healy, Alexa",Fr,,15,12,NA,29,8,37,56,0.518,49,0.875,NA,NA,NA,16,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,21,"Tomasic, Samantha",Fr,,14,9,NA,3,NA,NA,10,0.3,10,1,NA,NA,NA,25,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,16,"Peters, Emily",Fr,,14,11,NA,14,9,23,26,0.538,22,0.846,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,5,"Davis, Alayna",Jr,,8,5,NA,3,1,4,3,1,3,1,NA,NA,NA,12,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,4,"Caldwell, Elizabeth",Fr,,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2014,PSAC,906,51,"Zbivonec, Amanda",Fr,,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5,NA,"7,600",17,8.053,18,0.514,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,34,"Held, Autumn",Fr,,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,1,NA,NA,NA,17,16,"61,200",181,10.647,136,0.429,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,20,"Martin, Rebecca",Fr,,17,17,NA,11,10,21,29,0.379,20,0.69,NA,1,NA,20,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,18,"Purdy, Anna",Fr,,17,13,NA,17,2,19,41,0.415,31,0.756,1,1,NA,10,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,21,"Evans, Lindsey",Sr,,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,14,"Magee, Kaitlin",Sr,,17,17,NA,34,8,42,63,0.54,53,0.841,2,NA,NA,19,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,3,"Zajac, Rebecca",Sr,,17,17,NA,23,11,34,66,0.348,48,0.727,NA,NA,NA,25,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,5,"Davis, Alayna",So,,17,16,NA,2,1,3,5,0.4,5,1,NA,NA,NA,27,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,7,"Rohrich, Shannon",Sr,,17,17,NA,48,5,53,101,0.475,76,0.752,NA,NA,1,34,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,54,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,8,"DeReamer, Alexandria",Jr,,17,17,NA,20,10,30,40,0.5,31,0.775,1,NA,NA,12,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,10,"Niell, Stephannie",Sr,,17,17,NA,6,5,11,18,0.333,16,0.889,NA,NA,NA,34,NA,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,15,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,13,"Wirth, Jenny",Jr,,17,17,NA,17,3,20,44,0.386,36,0.818,NA,2,NA,21,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,46,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,9,"Campion, Molly",So,,14,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,12,"Hey, Courtney",Jr,,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,6,"Mong, Hannah",Fr,,8,1,NA,5,2,7,10,0.5,10,1,1,NA,NA,6,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Edinboro Fighting Scots,209,2013,PSAC,906,2,"Will, Shelby",Sr,,5,4,NA,10,2,12,16,0.625,15,0.938,1,NA,NA,6,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,51,"Fiori, Teresea",Sr,,17,17,NA,0,0,0,0,NA,0,NA,0,0,0,20,NA,2,NA,NA,NA,17,17,"61,113",195,11.487,153,0.44,NA,NA,NA,0,0,0,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,21,"Evans, Lindsey",Jr,,17,17,NA,0,0,0,1,0,0,0,0,0,0,43,NA,21,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,7,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,4,"Mackessy, Abbey",Sr,,17,17,NA,33,7,40,77,0.429,58,0.753,0,0,1,17,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,5,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,6,"Will, Shelby",Jr,,17,14,NA,18,6,24,44,0.409,34,0.773,2,1,1,25,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,1,7,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,7,"Rohrich, Shannon",Jr,,17,17,NA,41,4,45,69,0.594,54,0.783,1,2,0,37,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,49,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,20,"Kincaid, Lauren",Sr,,17,17,NA,0,0,0,1,0,0,0,0,0,0,20,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,14,"Magee, Kaitlin",Jr,,17,15,NA,18,12,30,30,0.6,22,0.733,0,0,0,9,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,12,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,5,"Davis, Alayna",Fr,,17,7,NA,2,0,2,4,0.5,4,1,0,1,0,11,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,5,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,12,"Hey, Courtney",So,,17,15,NA,1,13,14,8,0.125,7,0.875,0,0,0,14,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,19,"Young, Dominique",So,,16,16,NA,20,0,20,33,0.606,25,0.758,2,0,0,22,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,29,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,13,"Wirth, Jenny",So,,15,1,NA,4,0,4,15,0.267,7,0.467,0,0,0,18,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,1,21,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,23,"Davis, Lauren",Sr,,15,15,NA,0,0,0,0,NA,0,NA,0,0,0,13,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,10,"Niell, Stephannie",Jr,,14,12,NA,5,2,7,14,0.357,11,0.786,0,0,0,25,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,11,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,18,"Kaiser, Samantha",Sr,,13,8,NA,0,0,0,1,0,0,0,0,0,0,33,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,8,"DeReamer, Alexandria",So,,12,7,NA,10,2,12,22,0.455,16,0.727,1,0,0,11,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,8,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,3,"Zajac, Rebecca",Jr,,10,9,NA,14,6,20,35,0.4,22,0.629,0,0,1,17,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,25,NA,NA
Edinboro Fighting Scots,209,2012,PSAC,906,16,"Myers, Britney",Fr,,5,0,NA,3,1,4,6,0.5,6,1,0,0,0,6,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,23,"Davis, Lauren",Jr,,16,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,18,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,3,"Zajac, Rebecca",So,,16,,NA,24,5,29,NA,NA,NA,NA,NA,NA,NA,48,NA,20,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,12,"Hey, Courtney",Fr,,16,,NA,7,7,14,NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,10,"Niell, Stephannie",So,,16,,NA,8,4,12,NA,NA,NA,NA,NA,NA,NA,26,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,4,"Will, Shelby",So,,16,,NA,17,5,22,NA,NA,NA,NA,NA,NA,NA,11,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,9,"Stickle, LeeAnne",So,,16,,NA,14,2,16,NA,NA,NA,NA,NA,NA,NA,13,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,7,"Rohrich, Shannon",So,,16,,NA,28,4,32,NA,NA,NA,NA,NA,NA,NA,31,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,14,"Magee, Kaitlin",So,,16,,NA,27,3,30,NA,NA,NA,NA,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,17,"Laird, Molly",So,,16,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,21,"Evans, Lindsey",So,,16,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,37,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,20,"Kincaid, Lauren",Jr,,16,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,18,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,27,"Tomasic, Samantha",Fr,,15,,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,16,NA,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,19,"Young, Dominique",Fr,,15,,NA,5,3,8,NA,NA,NA,NA,NA,NA,NA,9,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,8,"DeReamer, Alexandria",Fr,,14,,NA,3,4,7,NA,NA,NA,NA,NA,NA,NA,15,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,66,"Zei, Michelle",Fr,,13,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,NA,0,NA,NA,NA,NA,NA,552:25,118,12.816,84,0.416,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,13,"Wirth, Jennifer",Fr,,11,,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,51,"Fiori, Teresa",Jr,,10,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,407:11,85,12.525,67,0.441,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,5,"Millard, Dana",Fr,,8,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,11,"Bassegio, Erin",Fr,,4,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,22,"Foley, Moira",Fr,,3,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,6,"Smith, Victoria",Fr,,3,,NA,14,3,17,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Edinboro Fighting Scots,209,2011,PSAC,906,18,"Tobias, Katie",Fr,,2,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Monaco, Jen",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Quinta, Jolene",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Smeak, Tara",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Hitchcock, Kari",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Hilinski, Stephanie",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Comer, Heather",So,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Evans, Lindsey",Fr,,17,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,24,NA,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Havrilla, Brittany",So,,17,,NA,3,0,3,NA,NA,NA,NA,NA,NA,NA,20,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Kincaid, Lauren",So,,17,,NA,13,2,15,NA,NA,NA,NA,NA,NA,NA,25,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Davis, Lauren",So,,17,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Magee, Kaitlin",Fr,,17,,NA,14,7,21,NA,NA,NA,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Sann, Kristin",Fr,,17,,NA,35,12,47,NA,NA,NA,NA,NA,NA,NA,25,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
Edinboro Fighting Scots,209,2010,PSAC,906,,"Stickle, LeeAnne",Fr,,17,,NA,13,8,21,NA,NA,NA,NA,NA,NA,NA,24,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
