team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,fo_taken
Pace Setters,533,2012,NE10,899,29,"Belviso, Taylor",Sr,,15,15,0,3,3,4,0,3,0.75,0,0,0,45,8,22,NA,NA,NA,5,240,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,21,"Schnellenbach, Marty",So,,15,14,1,3,4,5,0.2,3,0.6,0,0,0,85,4,2,150,NA,0.492,2,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,305
Pace Setters,533,2012,NE10,899,15,"Scioscia, William",So,,15,1,17,8,25,50,0.34,36,0.72,0,2,0,11,10,1,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,5,"Fritsch, Andy",So,,15,0,1,1,2,7,0.143,7,1,0,0,0,14,12,11,NA,NA,NA,6,210,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,9,"Earl, Thomas",Jr,,15,11,12,5,17,77,0.156,36,0.468,1,3,0,17,20,7,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,22,"Ruppert, Michael",Jr,,15,3,5,6,11,23,0.217,14,0.609,0,0,0,23,16,6,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,44,"Kolesar, John",Sr,,15,15,23,18,41,66,0.348,42,0.636,1,2,0,35,24,9,NA,NA,NA,4,240,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,35,"Thorp, John",Sr,,15,14,0,0,0,0,NA,0,NA,0,0,0,18,7,15,NA,NA,NA,10,630,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,30,"Grady, Kevin",Sr,,15,15,0,0,0,0,NA,0,NA,0,0,0,33,6,3,NA,NA,NA,0,0,15,15,"50,656",132,9.381,164,0.554,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,14,"Nieporent, Peter",Sr,,15,15,0,1,1,0,NA,0,NA,0,0,0,19,15,21,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,31,"Galizia, Jake",Jr,,14,12,0,0,0,0,NA,0,NA,0,0,0,16,7,11,NA,NA,NA,8,450,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,37,"Galvin, Thomas",So,,14,0,0,0,0,0,NA,0,NA,0,0,0,6,3,5,0,NA,0,1,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3
Pace Setters,533,2012,NE10,899,10,"Gebhardt, Matt",So,,14,13,15,6,21,43,0.349,30,0.698,0,0,1,13,24,0,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,32,"Valdez, Ryan",So,,14,0,3,1,4,4,0.75,2,0.5,0,0,0,5,8,3,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,33,"Kadlick, Kevin",Sr,,14,4,15,2,17,91,0.165,42,0.462,1,1,1,18,18,1,6,NA,0.375,9,510,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16
Pace Setters,533,2012,NE10,899,1,"Murphy, Tom",Sr,,13,0,8,1,9,27,0.296,16,0.593,1,3,0,19,7,2,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,34,"Rini, Vincent",Jr,,12,0,1,1,2,3,0.333,1,0.333,0,0,0,4,1,0,NA,NA,NA,5,240,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,26,"Feehan, Evan",Sr,,11,0,0,0,0,0,NA,0,NA,0,0,0,5,0,2,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,16,"Gilmore, Tommy",So,,11,1,4,1,5,10,0.4,7,0.7,1,0,0,7,3,2,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,17,"Callahan, Steven",Fr,,11,2,0,0,0,1,0,0,0,0,0,0,13,6,3,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,41,"Campbell, Greg",So,,10,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,8,"Comparetto, Mike",Fr,,7,0,3,2,5,10,0.3,8,0.8,0,0,0,3,4,0,NA,NA,NA,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,4,"Wright, Freddie",Fr,,6,0,0,0,0,0,NA,0,NA,0,0,0,0,2,0,NA,NA,NA,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,28,"Theodores, Alex",Fr,,4,0,0,0,0,0,NA,0,NA,0,0,0,0,0,1,0,NA,0,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2
Pace Setters,533,2012,NE10,899,45,"Pirro, Zak",Jr,,4,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,4,0,"3,303",9,9.809,6,0.4,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,12,"Mirkin, Adam",Fr,,2,0,0,1,1,5,0,4,0.8,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,38,"Diamond, Brad",Fr,,2,0,0,0,0,2,0,1,0.5,0,0,0,1,0,0,NA,NA,NA,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Pace Setters,533,2012,NE10,899,2,"Cain, Alex",Jr,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,88,"Hunt, Dylan",Fr,,14,6,NA,NA,0,2,NA,1,0.5,NA,NA,NA,25,7,23,NA,0,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,35,"Lightsey, Ben",Fr,,14,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,11,1,NA,0,NA,NA,,14,13,772:02,159,12.357,146,0.479,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,13,"Bond, Christian",So,,14,7,NA,NA,0,1,NA,1,1,NA,NA,NA,16,5,8,NA,0,NA,9,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,20,"Sheffield, Hunter",So,,14,1,3,NA,3,4,0.75,4,1,NA,1,1,13,8,5,NA,0,NA,8,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,10,"Insolia, Dylan",So,,14,1,11,5,16,37,0.297,23,0.622,NA,3,NA,15,7,3,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,26,"Sloyan, Henry",Jr,,14,2,31,10,41,127,0.244,82,0.646,2,2,2,21,26,6,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,12,"Hopman, Hunter",Jr,,14,9,20,6,26,92,0.217,42,0.457,1,1,NA,30,38,1,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,4,"Evans, Austin",Sr,,14,14,20,7,27,79,0.253,49,0.62,NA,1,NA,17,23,9,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,71,"Gehman, Cole",Jr,,14,3,NA,NA,0,2,NA,NA,NA,NA,NA,NA,12,9,4,NA,0,NA,5,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,7,"Southard, Caleb",Fr,,14,14,16,12,28,40,0.4,30,0.75,1,1,NA,18,23,4,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,44,"Turner, Joshua",Fr,,14,1,6,8,14,34,0.176,16,0.471,NA,NA,NA,12,19,1,NA,0,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,36,"Gebelein, Gunner",Sr,,14,14,4,1,5,18,0.222,8,0.444,1,NA,NA,66,10,43,NA,0,NA,6,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,23,"Miechiels, Aaron",Jr,,14,13,NA,2,2,4,NA,3,0.75,NA,NA,NA,34,6,26,1,1,1,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,3,"Hersh, Teagan",Jr,,13,13,NA,1,1,3,NA,NA,NA,NA,NA,NA,32,6,21,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,22,"Mckoeun, Noah",Jr,,13,11,1,NA,1,8,0.125,5,0.625,NA,NA,NA,70,5,NA,134,257,0.521,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,50,"Layne, Zach",Fr,,13,0,2,2,4,12,0.167,9,0.75,NA,NA,NA,4,8,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,6,"Justice, Ben",Jr,,12,10,17,5,22,46,0.37,27,0.587,NA,5,NA,15,23,4,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,15,"Bacilek, Jake",Fr,,11,0,1,NA,1,2,0.5,1,0.5,NA,NA,NA,3,2,2,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,17,"Thompson, Brice",Fr,,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,24,"Schneider, Corbin",Sr,,8,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,6,3,NA,17,49,0.347,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,31,"Connelly, Brian",Fr,,8,2,4,1,5,13,0.308,9,0.692,NA,NA,NA,6,7,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,18,"Little, Jake",Jr,DM,8,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,1,4,NA,0,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,42,"Perez, Refugio",Fr,,7,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,2,NA,17,45,0.378,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,48,"Labreque, Bryson",So,D,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,77,"Lizza, Hunter",So,,6,1,1,NA,1,6,0.167,3,0.5,NA,NA,NA,1,5,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,30,"Hobgood, Jones",So,,5,0,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,43,"Hendricks, Josh",So,,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,97,"Rowland, Trevor",Jr,,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,25,"Slattery, Connor",So,ATT,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,2,"Rowse, Blake",Fr,ATT,4,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,61,"Bellem, Alex",Jr,,4,0,1,NA,1,2,0.5,2,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,21,"Holmes, Zach",Sr,,4,0,NA,2,2,6,NA,3,0.5,NA,NA,NA,2,4,1,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palm Beach Atl. Sailfish,30045,2022,Sunshine State,919,33,"Spiller, Aiden",Jr,,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
