team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,fo_taken
Felician Golden Falcons,23157,2020,CACC,28752,3,"Arias, Brian",Jr,FO,5,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,15,0.2,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2020,CACC,28752,39,"Addeo, Billy",Jr,GK,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0,NA,NA,,3,NA,20:52,4,11.502,5,0.556,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2020,CACC,28752,12,"Kolz, Ash",Fr,GK,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,3,NA,19:07,12,37.663,6,0.333,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2020,CACC,28752,15,"Casey, P.J.",Jr,D,2,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2020,CACC,28752,40,"Mejia, Richard",So,ATT,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,20,"Gusciora, Jason",Fr,M,13,1,3,NA,3,13,0.231,8,0.615,NA,NA,NA,15,13,NA,NA,NA,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,26,"Wright, Ausar",Jr,,13,1,25,3,28,100,0.25,57,0.57,NA,6,NA,43,41,11,NA,NA,NA,2,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,24,"Alcegaire, Pierre",Fr,DM,13,13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,16,13,8,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,13,"D'Albora, James",So,,13,7,10,7,17,71,0.141,35,0.493,NA,NA,NA,22,42,2,NA,NA,NA,5,210,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,11,"Hildebrand, Cody",So,,13,13,1,1,2,8,0.125,2,0.25,NA,NA,NA,31,24,10,4,13,0.308,3,150,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,3,"Arias, Brian",So,,13,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,3,NA,23,100,0.23,2,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,44,"Fosu, Kwa",Jr,ATT,13,13,3,3,6,18,0.167,10,0.556,NA,1,NA,5,23,1,NA,NA,NA,2,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,29,"Hemmer, Pat",So,,13,13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,23,4,NA,NA,NA,NA,,13,12,640:06,213,19.966,191,0.473,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,41,"Scott, Jackson",Fr,M,13,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,7,6,NA,NA,NA,4,210,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,22,"Turner, Evan",So,,13,13,8,4,12,36,0.222,23,0.639,NA,5,NA,17,30,2,NA,NA,NA,5,210,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,91,"Hanratty, Anthony",So,,12,8,4,1,5,38,0.105,15,0.395,NA,NA,NA,11,19,2,NA,NA,NA,6,360,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,6,"Hernandez, George",So,M,12,,1,NA,1,4,0.25,2,0.5,NA,NA,NA,9,7,5,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,16,"Young, Noah",So,,12,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,25,10,1,2,0.5,3,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,12,"Wallace, Daniel",Sr,,12,8,NA,NA,0,1,NA,NA,NA,NA,NA,NA,11,7,7,NA,NA,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,39,"Addeo, Billy",So,,11,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,,11,NA,142:41,51,21.446,41,0.446,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,7,"McLean-Byrd, Jose",Fr,FO,11,11,1,NA,1,6,0.167,4,0.667,NA,NA,NA,78,19,1,135,246,0.549,19,"1,020",NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,1,"Jacob, Jefferson",So,,10,2,5,2,7,33,0.152,15,0.455,NA,NA,NA,33,21,11,NA,NA,NA,6,330,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,15,"Casey, P.J.",So,,7,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,2,"McAndrew, Patrick",So,,5,4,4,2,6,15,0.267,8,0.533,NA,1,NA,5,4,1,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2019,CACC,28752,40,"Mejia, Richard",Fr,ATT,2,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,23,"Turner, Eric",So,,12,12,NA,1,1,3,NA,NA,NA,NA,NA,NA,23,19,4,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,21,"Merz, Nick",Fr,,12,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18,16,5,NA,NA,NA,9,480,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,11,"Hildebrand, Cody",Fr,,12,10,1,NA,1,1,1,1,1,NA,NA,NA,38,19,5,24,68,0.353,6,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,4,"Guaragno, Mike",Fr,,12,12,12,2,14,41,0.293,23,0.561,NA,4,NA,4,18,NA,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,3,"Arias, Brian",Fr,,12,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,6,2,NA,49,171,0.287,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,1,"Jacob, Jefferson",Fr,,12,1,3,1,4,20,0.15,12,0.6,NA,NA,NA,21,10,8,NA,NA,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,91,"Hanratty, Anthony",Fr,,12,9,5,5,10,16,0.312,8,0.5,1,2,NA,5,12,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,5,"Brown, Jadon",Fr,,12,0,NA,NA,0,5,NA,4,0.8,NA,NA,NA,13,7,2,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,29,"Hemmer, Pat",Fr,,12,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,37,13,3,NA,NA,NA,NA,,12,12,"38,610",168,15.664,169,0.501,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,22,"Turner, Evan",Fr,,12,12,5,5,10,28,0.179,13,0.464,NA,1,NA,21,31,3,13,36,0.361,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,2,"McAndrew, Patrick",Fr,,12,12,5,8,13,39,0.128,23,0.59,NA,NA,NA,28,21,1,NA,NA,NA,7,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,16,"Young, Noah",Fr,,12,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,6,2,NA,NA,NA,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,9,"Wright, Daniel",Fr,,11,11,12,7,19,36,0.333,23,0.639,NA,5,NA,21,12,2,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,10,"Major II, Anthony",Fr,,11,0,15,NA,15,46,0.326,31,0.674,NA,1,NA,24,24,3,NA,NA,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,18,"Burns, John",Sr,,10,0,NA,NA,0,3,NA,2,0.667,NA,NA,NA,10,5,3,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,12,"Wallace, Daniel",Jr,,10,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,13,3,2,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,19,"Ramos, Joe",Fr,,10,1,NA,NA,0,1,NA,1,1,NA,NA,NA,18,3,6,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,13,"D'Albora, James",Fr,,8,6,3,2,5,27,0.111,12,0.444,NA,1,NA,11,17,1,NA,NA,NA,7,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,39,"Addeo, Billy",Fr,,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,7,NA,"4,590",17,13.333,14,0.452,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,54,"Colon, Steph",Fr,,4,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,45,"Rodriguez, Felix",Fr,,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felician Golden Falcons,23157,2018,CACC,28752,15,"Casey, P.J.",Fr,,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,88,"Shaw, Geraint",Fr,ATT,17,15,27,11,38,69,0.391,50,0.725,1,4,NA,26,17,7,1,2,0.5,10,450,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,2,"Wilson, Dylan",Fr,M,17,0,9,11,20,31,0.29,21,0.677,NA,2,NA,3,9,1,1,1,1,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,30,"Beville, Joe",So,M,17,1,4,1,5,17,0.235,9,0.529,NA,NA,NA,6,7,3,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,26,"Foster, Stone",Fr,M,17,14,1,NA,1,2,0.5,2,1,NA,NA,NA,24,4,7,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,20,"Trager, Dom",Fr,D,17,16,NA,NA,0,2,NA,2,1,NA,NA,NA,28,6,14,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,19,"Krasny, Jackson",So,M,17,3,11,1,12,42,0.262,26,0.619,1,NA,1,8,20,1,NA,0,NA,6,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,17,"Crowell, Paxton",Fr,D,17,17,1,NA,1,1,1,1,1,NA,NA,NA,22,7,10,1,1,1,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,16,"Patrick, Logan",Fr,D,17,17,NA,NA,0,6,NA,4,0.667,NA,NA,NA,26,6,17,NA,0,NA,2,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,3,"Flagg, Drew",Fr,ATT,17,13,28,10,38,101,0.277,72,0.713,1,8,NA,16,27,4,NA,0,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,60,"Douglass, Tyler",Fr,M,17,0,25,8,33,71,0.352,40,0.563,NA,4,NA,27,22,3,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,5,"Tom, Ty",So,M,17,17,23,14,37,85,0.271,51,0.6,NA,3,1,21,33,13,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,24,"Pritchard, Thomas",Fr,ATT,16,2,22,7,29,96,0.229,57,0.594,NA,2,NA,23,14,6,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,12,"Reynolds, Colton",Fr,M,16,0,4,5,9,28,0.143,17,0.607,NA,NA,NA,12,9,3,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,10,"Lehr, Nate",So,GK,15,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,38,10,3,NA,0,NA,NA,,15,5,510:58,114,13.386,108,0.486,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,27,"Mitrega, Matt",Fr,FO,15,4,NA,NA,0,2,NA,NA,NA,NA,NA,NA,42,6,1,72,155,0.465,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,42,"Byrne, Ben",Fr,DM,15,0,NA,NA,0,4,NA,3,0.75,NA,NA,NA,11,5,5,1,1,1,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,7,"Bateman, Willy",Fr,M,14,3,9,6,15,27,0.333,18,0.667,NA,NA,NA,19,5,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,13,"Habisch, Aaron",Fr,M,14,0,2,1,3,17,0.118,11,0.647,NA,NA,NA,12,5,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,77,"Griffin, Jake",So,FO,13,13,1,1,2,7,0.143,3,0.429,NA,NA,NA,77,11,1,117,238,0.492,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,9,"Russell, Tim",So,GK,13,5,NA,NA,0,1,NA,1,1,NA,NA,NA,21,12,1,NA,0,NA,1,30,13,5,444:52,133,17.938,91,0.406,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,33,"Collins, Parker",Fr,M,13,0,3,2,5,18,0.167,9,0.5,NA,NA,1,17,6,7,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,4,"Sims, Tanner",Fr,M,12,0,1,NA,1,18,0.056,10,0.556,NA,NA,NA,5,3,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,80,"Lyles, Ethan",Fr,DM,12,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,9,4,3,NA,0,NA,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,6,"Forrest, Braeden",Fr,M,12,0,2,1,3,15,0.133,10,0.667,NA,1,NA,4,7,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,11,"Blunk, Brandon",So,M,11,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,16,5,4,NA,0,NA,6,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,23,"Kole, Noah",Fr,D,11,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,2,1,NA,1,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,85,"Newell, Jack",Fr,D,11,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,8,5,6,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,36,"Gick, Matthew",Fr,DM,10,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,44,"Carter, Devin",Fr,ATT,9,0,1,NA,1,4,0.25,4,1,NA,NA,NA,4,2,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,50,"Nelson, Cole",Fr,DM,9,0,NA,NA,0,1,NA,1,1,NA,NA,NA,5,2,1,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,61,"House, Christian",Fr,FO,9,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,22,4,NA,45,90,0.5,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,32,"Kane, Luke",Fr,M,9,0,NA,1,1,5,NA,3,0.6,NA,NA,NA,7,3,2,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,0,"Hilliard, Jake",Fr,D,8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,4,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,15,"Neira, Chris",Fr,D,7,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,18,"Jamieson, Pierce",Fr,D,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,48,"Ernst, Rob",So,M,6,0,1,NA,1,1,1,1,1,NA,NA,NA,1,2,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,14,"Horn, Will",Fr,D,5,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,1,"Evans, Mitchell",Fr,GK,5,0,NA,NA,0,1,NA,1,1,NA,NA,NA,5,3,NA,NA,0,NA,NA,,5,NA,45:41,12,15.761,13,0.52,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,66,"Guerrisi, Jack",Fr,M,4,0,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,31,"Campbell-Westbrook, Asher",Fr,D,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,99,"Huggins, Wyatt",Fr,ATT,3,1,NA,1,1,1,NA,1,1,NA,NA,NA,5,1,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,49,"Reilly, Evan",Fr,GK,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,NA,NA,,2,NA,19:14,5,15.598,4,0.444,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,38,"LaBanz, Justin",Fr,ATT,3,0,1,NA,1,2,0.5,2,1,NA,NA,NA,1,NA,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,34,"Campbell, Davis",Fr,ATT,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,41,"James, Killian",Fr,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,81,"Kaasa, Elijah",Fr,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flagler Saints,30092,2022,Peach Belt,12923,22,"Kunath, Jason",So,GK,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,9,"Banks, Brennan",Sr,M,16,15,2,3,5,3,0.667,2,0.667,NA,NA,1,14,9,3,NA,0,NA,4,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,16,"Duffy, Bennett",Sr,M,16,0,25,7,32,68,0.368,46,0.676,1,1,NA,14,14,4,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,66,"Stewart, Collin",So,M,16,16,38,13,51,124,0.306,73,0.589,2,6,NA,39,23,12,NA,0,NA,5,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Florida Tech Panthers,230,2022,Sunshine State,919,93,"Balch, Sam",Sr,DM,16,16,NA,2,2,1,NA,NA,NA,NA,NA,NA,49,10,44,NA,0,NA,14,840,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,15,"Williams, Justin",Sr,M,16,1,23,26,49,96,0.24,49,0.51,NA,4,NA,19,19,5,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,54,"Hill, Matt",Sr,M,16,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,33,6,20,NA,0,NA,8,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,91,"Hulsman, John",Jr,GK,16,14,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,8,NA,NA,0,NA,1,60,16,16,937:09,190,12.165,197,0.509,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,44,"Bowie, Griffin",Sr,M,16,1,11,9,20,79,0.139,37,0.468,1,3,NA,12,11,2,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,82,"Marini, Cole",Sr,D,16,16,NA,NA,0,1,NA,1,1,NA,NA,NA,25,4,16,NA,0,NA,10,450,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,12,"Vetter, Josh",Sr,D,16,15,NA,NA,0,2,NA,NA,NA,NA,NA,NA,47,5,28,NA,0,NA,7,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
