team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
SUNY Poly Wildcats,9500,Erynn Anderson,2,11,19,0,0.367
SUNY Poly Wildcats,9500,Charles Rosaschi,1,1,12,0,0.077
SUNY Potsdam Bears,552,Lauren Bruce,20,89,201,0,0.307
SUNY Potsdam Bears,552,Shannon McHale,6,19,48,0,0.284
SUNY Potsdam Bears,552,Heather Batz,1,1,12,0,0.077
Susquehanna River Hawks,685,Brenda Brewer,2,11,18,0,0.379
Susquehanna River Hawks,685,Terry Molloy,3,2,16,0,0.111
Susquehanna River Hawks,685,Laura Moan,9,92,55,0,0.626
Susquehanna River Hawks,685,Jodi Bell,1,0,7,0,0
Susquehanna River Hawks,685,Kate Scattergood,4,27,34,0,0.443
Susquehanna River Hawks,685,Gina Lucido,3,35,13,0,0.729
Susquehanna River Hawks,685,Randall Swope,5,27,35,0,0.435
Susquehanna River Hawks,685,Andrea Dowhower,1,1,9,0,0.1
Susquehanna River Hawks,685,Nancy Billger,2,6,16,0,0.273
Susquehanna River Hawks,685,Sarah Catlin,1,12,5,0,0.706
Susquehanna River Hawks,685,Steve Reinhardt,1,2,8,0,0.2
Susquehanna River Hawks,685,Deb Ranieri,1,12,5,0,0.706
Swarthmore Garnet,686,Gaile Rockey,7,40,62,0,0.392
Swarthmore Garnet,686,Phoebe Welsh,2,4,9,1,0.321
Swarthmore Garnet,686,Karen Borbee,29,262,202,0,0.565
Swarthmore Garnet,686,"Eleanor ""Pete"" Hess",25,117,83,9,0.581
Swarthmore Garnet,686,Bunny Watts,1,9,7,0,0.563
Swarthmore Garnet,686,Alice Willets,3,12,1,0,0.923
Swarthmore Garnet,686,Miss Vache,2,6,4,1,0.591
Swarthmore Garnet,686,Virginia Rowland,2,2,7,0,0.222
Swarthmore Garnet,686,Miss Staman,1,2,4,0,0.333
Sweet Briar Vixens,687,Hillary London,5,22,51,1,0.304
Sweet Briar Vixens,687,Megan Behrle,1,1,7,0,0.125
Sweet Briar Vixens,687,Kellie Young,2,2,22,0,0.083
Sweet Briar Vixens,687,Meredith Newman,5,4,43,0,0.085
Sweet Briar Vixens,687,Eboni Preston,2,12,21,0,0.364
Sweet Briar Vixens,687,Haley Engster,2,8,24,0,0.25
Sweet Briar Vixens,687,Elizabeth Parr,1,4,8,0,0.333
Sweet Briar Vixens,687,Eric Allen,0,0,0,0,NA
Syracuse Orange,688,Lisa Miller,10,106,52,0,0.671
Syracuse Orange,688,Gary Gait,14,214,75,0,0.74
Syracuse Orange,688,Kayla Treanor,1,15,6,0,0.714
Tampa Spartans,689,Kelly Gallagher,9,73,64,0,0.533
TCNJ Lions,712,Sharon Pfluger,36,559,70,1,0.888
Temple Owls,690,Tina Sloan-Green,18,205,62,3,0.765
Temple Owls,690,Bonnie Rosen,16,141,128,0,0.524
Temple Owls,690,Kim Ciarrocca,12,133,77,0,0.633
Temple Owls,690,Jen Ulehla,2,20,15,0,0.571
Thiel Tomcats,707,Kati Robbins,5,36,42,0,0.462
Thiel Tomcats,707,Tim Priskey,5,23,37,0,0.383
Thiel Tomcats,707,Bill Wightman,1,7,5,0,0.583
Thomas (ME) Terriers,2758,Andrew Haskell,5,8,43,0,0.157
Thomas (ME) Terriers,2758,Lauren Bickford,4,28,29,0,0.491
Thomas (ME) Terriers,2758,Deb Biche-Labbe,1,2,9,0,0.182
Thomas (ME) Terriers,2758,Peri West,5,9,36,0,0.2
Thomas (ME) Terriers,2758,Sarah Merrill,1,8,4,0,0.667
Thomas (ME) Terriers,2758,Jenn Morris,1,6,9,0,0.4
Tiffin Dragons,1403,Colleen Dixon,2,10,23,0,0.303
Tiffin Dragons,1403,Erica Brown,10,89,80,0,0.527
Tiffin Dragons,1403,Mark Schreiber,1,2,13,0,0.133
Towson Tigers,711,Lisa Pierce,1,3,12,0,0.2
Towson Tigers,711,Missy Doherty,7,79,46,0,0.632
Towson Tigers,711,Sandy Hoody,4,27,32,0,0.458
Towson Tigers,711,Sonia LaMonica,12,128,84,0,0.604
Towson Tigers,711,Maggie Faulkner,8,71,62,4,0.533
Towson Tigers,711,Charlotte Heenan,2,9,18,0,0.333
Towson Tigers,711,Ashley Duncan,4,31,33,0,0.484
Towson Tigers,711,Linda Ohrin,5,31,48,0,0.392
Towson Tigers,711,Alison Williams,2,19,12,0,0.613
Towson Tigers,711,Linda DiColo,1,10,7,0,0.588
Transylvania Pioneers,28749,Lauren Bickford,7,80,30,0,0.727
Transylvania Pioneers,28749,Haley Hardy,2,11,13,0,0.458
Transylvania Pioneers,28749,Rachael Bragg,1,11,10,0,0.524
Trine Thunder,30037,Scott Morrison,2,9,13,0,0.409
Trine Thunder,30037,Jeannine Ravellette,4,11,36,0,0.234
Trine Thunder,30037,Rachel Holz,3,11,28,0,0.282
Trine Thunder,30037,Madeline Dugan,5,20,47,0,0.299
Trine Thunder,30037,Kevin Cooke,1,11,5,0,0.688
Trinity (CT) Bantams,713,Robin Sheppard,25,213,68,5,0.753
Trinity (CT) Bantams,713,Kate Livesay,8,127,26,0,0.83
Trinity (CT) Bantams,713,Katy Dissinger,8,93,37,0,0.715
Trinity (CT) Bantams,713,Kara Tierney,7,46,54,0,0.46
Tufts Jumbos,717,Carol Rappoli,28,265,127,1,0.676
Tufts Jumbos,717,Courtney Farrell,9,105,39,0,0.729
Tusculum Pioneers,12830,Jenna Handshoe,4,32,34,0,0.485
Tusculum Pioneers,12830,Joelle-Sara Prata,3,8,21,0,0.276
Tusculum Pioneers,12830,Jenna Agostino,1,4,12,0,0.25
U New England Nor'easters,1255,Julie Redman,6,33,56,0,0.371
U New England Nor'easters,1255,Sue Estabrook,13,97,99,0,0.495
U New England Nor'easters,1255,Mimi Mills,4,27,14,0,0.659
U New England Nor'easters,1255,Bridget Lawless,1,4,12,0,0.25
U New England Nor'easters,1255,Patsy Fowler,1,8,5,0,0.615
UAlbany Great Danes,14,Lindsey Hart,5,46,37,0,0.554
UAlbany Great Danes,14,John Battaglino,7,93,32,0,0.744
UAlbany Great Danes,14,Gail Cummings-Danson,2,17,8,0,0.68
UAlbany Great Danes,14,Dennis Short,4,21,46,0,0.313
UAlbany Great Danes,14,Marylou Vosburgh,6,47,35,0,0.573
UAlbany Great Danes,14,Jessica Davos,1,9,9,0,0.5
UAlbany Great Danes,14,Katie Rowan Thomson,4,33,25,0,0.569
UAlbany Great Danes,14,Judy Finerghty,2,14,8,0,0.636
UC Davis Aggies,108,Elaine Jones,11,97,90,0,0.519
UC Davis Aggies,108,Tee Ladouceur,2,13,19,0,0.406
UC Davis Aggies,108,Suzanne Isidor,5,37,29,0,0.561
UC Davis Aggies,108,Kate Henwood,3,18,30,0,0.375
UC-Colo. Springs Mountain Lions,9754,Christine Hatton,5,28,37,0,0.431
UC-Colo. Springs Mountain Lions,9754,Melissa Rausch,1,9,7,0,0.563
UChicago Maroons,137,Kate Robinson,4,47,7,0,0.87
UConn Huskies,164,Megan Cersosimo,2,11,21,0,0.344
UConn Huskies,164,Katie Woods,12,114,82,0,0.582
UConn Huskies,164,Angela McMahon,2,12,21,0,0.364
UConn Huskies,164,Bonnie Rosen,10,68,81,0,0.456
UIndy Greyhounds,309,Jillian Howley,2,19,17,0,0.528
UIndy Greyhounds,309,James Delaney,5,77,10,0,0.885
UIndy Greyhounds,309,Elaine Jones,0,0,0,0,NA
UMass Dartmouth Corsairs,656,Jerry Jennings,14,94,113,0,0.454
UMass Dartmouth Corsairs,656,Keith Cory,6,35,53,0,0.398
UMass Dartmouth Corsairs,656,Paige Campbell,1,0,8,0,0
UMass Dartmouth Corsairs,656,Sarah Booker,3,15,34,0,0.306
UMass Dartmouth Corsairs,656,Meghan Griffin,1,3,14,0,0.176
UMass Lowell River Hawks,368,Carissa Medeiros,5,17,67,0,0.202
UMass Lowell River Hawks,368,Lisa Miller,3,10,26,0,0.278
UMBC Retrievers,391,Kathy Zerrlaut,24,150,140,4,0.517
UMBC Retrievers,391,Courtney Martinez-Connor,4,30,38,0,0.441
UMBC Retrievers,391,Kelly Berger,3,30,23,0,0.566
UMBC Retrievers,391,Amy Slade,10,76,77,0,0.497
UMBC Retrievers,391,Monica Yeakel,9,78,72,0,0.52
UMBC Retrievers,391,Tony Giro,2,15,17,0,0.469
Union (NY) Dutchwomen,727,Jessica Critchlow,6,74,33,0,0.692
Union (NY) Dutchwomen,727,Abigail Jackson,10,70,65,0,0.519
Union (NY) Dutchwomen,727,Lacey French,1,13,4,0,0.765
Union (NY) Dutchwomen,727,Linda Bevelander,7,80,37,0,0.684
Union (NY) Dutchwomen,727,Jessica Davos,1,7,10,0,0.412
Union (NY) Dutchwomen,727,Alyssa Treanor,0,0,0,0,NA
Upper Iowa Peacocks,728,Erin Doherty,1,0,1,0,0
Upper Iowa Peacocks,728,Lindsey Pound,1,0,11,0,0
Ursinus Bears,730,Marge Watson,24,199,19,9,0.896
Ursinus Bears,730,Erin Stroble (Fitzgerald),7,63,55,0,0.534
Ursinus Bears,730,Kim Ciarrocca,1,14,3,0,0.824
Ursinus Bears,730,Kathryn Hagan,9,46,88,0,0.343
Ursinus Bears,730,Rachel Smith,2,7,16,0,0.304
Ursuline Arrows,30140,Edward Karasek,5,33,50,0,0.398
Ursuline Arrows,30140,Eileen Ferry,1,4,12,0,0.25
Ursuline Arrows,30140,Lauren Simko,2,2,12,0,0.143
Ursuline Arrows,30140,Lane Brunkala,1,0,14,0,0
Ursuline Arrows,30140,Ashley Bernardi,0,0,0,0,NA
Utica Pioneers,733,Bernadette Macca,2,13,17,0,0.433
Utica Pioneers,733,Kristin St. Hilaire,15,127,91,0,0.583
Utica Pioneers,733,Jessica Critchlow,3,18,26,0,0.409
Utica Pioneers,733,Kate Stoehr,1,3,8,0,0.273
Utica Pioneers,733,Azure Davey,2,11,16,0,0.407
UVA Wise Highland Cavaliers,30181,Meghan Dennehy,8,70,51,0,0.579
UW-River Falls Falcons,801,Ali Jennings,3,23,9,0,0.719
UW-River Falls Falcons,801,Talia Hayes,1,15,2,0,0.882
Va. Wesleyan Marlins,745,Fran Pochily (Amasia),8,67,72,0,0.482
Va. Wesleyan Marlins,745,Meagan DiCave,4,23,45,0,0.338
Va. Wesleyan Marlins,745,Kim-Michael Mertes,3,38,13,0,0.745
Va. Wesleyan Marlins,745,Michelle Burt,5,34,45,0,0.43
Va. Wesleyan Marlins,745,Kendyl Clarkson,2,15,16,0,0.484
Va. Wesleyan Marlins,745,Nicole DeSalvia,3,11,27,0,0.289
Vanderbilt Commodores,736,Cathy Swezey,21,163,181,0,0.474
Vanderbilt Commodores,736,Beth Hewitt,4,37,25,0,0.597
Vanderbilt Commodores,736,Wendy Stevens,2,20,11,0,0.645
Vassar Brewers,737,Judy Finerghty,29,191,225,0,0.459
Vassar Brewers,737,Val Cushman,1,1,13,0,0.071
Vassar Brewers,737,Pat Fobozzi,1,1,12,0,0.077
VCU Rams,740,Jennifer O'Brien,6,34,59,0,0.366
VCU Rams,740,Nicole Flores,1,7,10,0,0.412
Vermont Catamounts,738,John Carter,15,80,110,0,0.421
Vermont Catamounts,738,Jennifer Johnson,12,89,112,0,0.443
Vermont Catamounts,738,Sarah Nelson,3,8,35,0,0.186
Vermont Catamounts,738,Sarah Dalton,6,39,48,0,0.448
Vermont Catamounts,738,Tracy Scott,1,4,11,0,0.267
Vermont Catamounts,738,Kissy Rowley,3,14,29,0,0.326
Vermont Catamounts,738,Patty Foster,1,6,4,0,0.6
Villanova Wildcats,739,Jebb Chagan,6,35,63,0,0.357
Villanova Wildcats,739,Lee Ann Massimino,1,4,8,0,0.333
Villanova Wildcats,739,Julie Young,10,63,94,0,0.401
Villanova Wildcats,739,Megan Harlan,3,19,26,0,0.422
Villanova Wildcats,739,Shannon O'Neil,5,22,61,0,0.265
Villanova Wildcats,739,Joanie Milhous,3,10,38,0,0.208
Villanova Wildcats,739,Alison Williams,2,14,15,0,0.483
Villanova Wildcats,739,Moira Lewis,2,13,13,0,0.5
Villanova Wildcats,739,Jill Batcheller,1,5,11,0,0.313
Virginia Cavaliers,746,Jane Miller,12,145,44,0,0.767
Virginia Cavaliers,746,Julie Myers,27,348,174,0,0.667
Virginia Cavaliers,746,Linda Southworth,8,58,37,5,0.605
Virginia Tech Hokies,742,Katrina Silva,4,22,47,0,0.319
Virginia Tech Hokies,742,Megan Burker,6,46,58,0,0.442
Virginia Tech Hokies,742,Tami Riley,5,30,51,0,0.37
Virginia Tech Hokies,742,Brooke Martin,4,34,29,0,0.54
Virginia Tech Hokies,742,John Sung,5,45,39,0,0.536
Virginia Tech Hokies,742,Dipi Bhaya,3,14,24,0,0.368
Virginia Tech Hokies,742,Kristen Skiera,1,9,9,0,0.5
Wagner Seahawks,748,Lee Daignault,5,28,56,0,0.333
Wagner Seahawks,748,Cristina Curiale,5,24,59,0,0.289
Wagner Seahawks,748,Katie Rowan Thomson,3,31,27,0,0.534
Wagner Seahawks,748,Karen Healy-Silcott,1,3,13,0,0.188
Wagner Seahawks,748,Janice Leadbetter,2,13,16,0,0.448
Wagner Seahawks,748,Heather Dent,3,29,19,0,0.604
Wagner Seahawks,748,Michelle Tumolo,3,29,13,0,0.69
Wagner Seahawks,748,Liz Frisoli,2,20,17,0,0.541
Wagner Seahawks,748,Colleen Smith-Schearer,1,7,8,0,0.467
Wagner Seahawks,748,Kelly McPartland,1,8,10,0,0.444
Walsh Cavaliers,30141,Christy Mitchell,6,37,55,0,0.402
Walsh Cavaliers,30141,Matt Shields,4,36,19,0,0.655
Walsh Cavaliers,30141,Erin Smith,0,0,0,0,NA
Warren Wilson Owls,30236,Becky Stanford,1,2,9,0,0.182
Wartburg Knights,750,Anna Meerbach,7,33,62,0,0.347
Wartburg Knights,750,Danielle Fiala,1,4,12,0,0.25
Wash. & Jeff. Presidents,751,Kate Scattergood,5,50,27,0,0.649
Wash. & Jeff. Presidents,751,Alison Valerio,9,81,46,0,0.638
Wash. & Jeff. Presidents,751,Tracy Coyne,1,4,10,0,0.286
Wash. & Lee Generals,752,Jan Hathorn,19,222,93,0,0.705
Wash. & Lee Generals,752,Brooke Diamond O'Brien,15,221,60,0,0.786
Wash. & Lee Generals,752,Maddie Coleman,0,0,0,0,NA
Washington Col. Shorewomen,753,Nancy Dick,5,26,21,0,0.553
Washington Col. Shorewomen,753,Suzie Friedrich,5,34,50,0,0.405
Washington Col. Shorewomen,753,Diane Guinan,7,39,48,0,0.448
Washington Col. Shorewomen,753,Julika Blankenship,5,49,32,0,0.605
Washington Col. Shorewomen,753,Heidi Pearce,5,56,29,0,0.659
Washington Col. Shorewomen,753,Sarah Feyerherm,4,9,51,0,0.15
Washington Col. Shorewomen,753,Eleanor Shriver Magee,6,60,43,0,0.583
Washington Col. Shorewomen,753,Kate Fowler,4,27,22,0,0.551
Waynesburg Yellow Jackets,1434,Thomas Zacoi,2,3,18,0,0.143
Waynesburg Yellow Jackets,1434,Stephanie Benkowski,2,2,25,0,0.074
Waynesburg Yellow Jackets,1434,Laurie Linder,1,1,10,0,0.091
Waynesburg Yellow Jackets,1434,Chay Lahew,1,2,6,0,0.25
Waynesburg Yellow Jackets,1434,Laura Maness,1,0,10,0,0
Waynesburg Yellow Jackets,1434,Gennaro Bonavventura,5,1,51,0,0.019
Waynesburg Yellow Jackets,1434,Maria Shepas,3,10,27,0,0.27
Waynesburg Yellow Jackets,1434,Steph London,0,0,0,0,NA
Wellesley Blue,760,Julia McPhee,10,82,81,0,0.503
Wellesley Blue,760,Lauren Schoenberger,6,31,54,0,0.365
Wellesley Blue,760,Nicole Smith,2,11,18,0,0.379
Wellesley Blue,760,Carol Rappoli,2,5,10,2,0.353
Wells Express,761,Katrina Nobles,3,2,41,0,0.047
Wells Express,761,Kim Morris,2,9,22,0,0.29
Wells Express,761,Melissa Jaworski,2,6,22,0,0.214
Wells Express,761,Chris Perkins,11,41,91,0,0.311
Wells Express,761,Lyndsey Wilcox,2,13,15,0,0.464
Wells Express,761,Sarah Keating,1,4,9,0,0.308
Wells Express,761,Meg Milliman,3,15,12,0,0.556
Wells Express,761,Alyssa Long,1,1,7,0,0.125
Wells Express,761,Kat Lind,1,4,9,0,0.308
Wells Express,761,Kylie Hrehor,2,9,19,0,0.321
Wells Express,761,Vic Goeller,1,3,11,0,0.214
Wentworth Leopards,762,Jessie Koffman,4,15,46,0,0.246
Wentworth Leopards,762,Hannah Pelletier,4,15,26,0,0.366
Wentworth Leopards,762,Helena Iaquinta,2,4,23,0,0.148
Wentworth Leopards,762,Lindsey Terjanian,0,0,0,0,NA
Wesleyan (CT) Cardinals,764,Holly Wheeler,14,84,120,0,0.412
Wesleyan (CT) Cardinals,764,Kim Williams,7,66,34,0,0.66
Wesleyan (CT) Cardinals,764,Amanda Belichick,2,10,20,0,0.333
West Chester Golden Rams,765,Kathy Krannebitter,12,91,102,1,0.472
West Chester Golden Rams,765,Ginny Martino,25,364,81,0,0.818
West Chester Golden Rams,765,Vonnie Gros,8,37,5,4,0.848
West Chester Golden Rams,765,Beth Beglin,2,18,17,0,0.514
West Chester Golden Rams,765,Judy Wolstenholme,1,8,0,0,1
West Chester Golden Rams,765,Susan Lubking,5,36,34,2,0.514
West Chester Golden Rams,765,Robin Cash,3,26,5,0,0.839
West Chester Golden Rams,765,Marion Wilkinson,1,4,1,0,0.8
West Chester Golden Rams,765,Patricia Nesley,1,3,1,0,0.75
West Va. Wesleyan Lady Bobcats,9630,Beth Lampinen,2,3,22,0,0.12
West Va. Wesleyan Lady Bobcats,9630,Kaitlin Feeney,1,6,9,0,0.4
West Va. Wesleyan Lady Bobcats,9630,Hannah Lively,6,18,56,1,0.247
West Va. Wesleyan Lady Bobcats,9630,Karli Brentlinger,3,20,28,0,0.417
WestConn Wolves,770,Jennifer Ouellet (Burrows),10,72,96,0,0.429
WestConn Wolves,770,Jennifer Thomas,5,35,38,0,0.479
WestConn Wolves,770,Denna Stachelek Grasso,6,29,58,0,0.333
WestConn Wolves,770,Meghan Els,2,25,6,0,0.806
Western New Eng. Golden Bears,775,Aimee Klepacki,23,263,143,0,0.648
Western New Eng. Golden Bears,775,Heather Somers,1,5,8,0,0.385
Westfield St. Owls,777,Janna Cunningham,1,4,5,0,0.444
Westfield St. Owls,777,Greg Styles,6,59,36,0,0.621
Westfield St. Owls,777,Jeff Pechulis,9,103,47,0,0.687
Westminster (PA) Titans,1451,Kim Eldridge,3,21,21,0,0.5
Westminster (PA) Titans,1451,Bethany Snider,3,5,22,0,0.185
Westminster (UT) Griffins,30209,Niki Harding,7,26,51,0,0.338
Westminster (UT) Griffins,30209,Jannel Snow,0,0,0,0,NA
Wheaton (MA) Lyons,779,John P. Hill,9,69,30,7,0.684
Wheaton (MA) Lyons,779,Mary Jacobs,3,20,29,0,0.408
Wheaton (MA) Lyons,779,Heidi Pike,11,49,101,0,0.327
Wheaton (MA) Lyons,779,Emily Kiablick,14,116,113,0,0.507
Wheaton (MA) Lyons,779,Rebecca Begley,5,59,26,0,0.694
Wheaton (MA) Lyons,779,Betty Ann Giles,3,22,24,0,0.478
Whitman Blues,780,Kate Robinson,3,15,22,0,0.405
Whitman Blues,780,Kirkland Lewis,3,14,14,0,0.5
Whitman Blues,780,Heidi Colford,1,5,8,0,0.385
Whittier Poets,781,Emily Hammer (Frey),6,29,59,0,0.33
Whittier Poets,781,Trish Bonagura,3,15,35,0,0.3
Whittier Poets,781,Sylvia Queener,4,11,43,0,0.204
Whittier Poets,781,Staci Williams,2,9,25,0,0.265
Whittier Poets,781,Sara Allison,1,4,11,0,0.267
Whittier Poets,781,Will Morris,1,5,8,0,0.385
Whitworth Pirates,1454,Noelle Brouillard,4,7,37,0,0.159
Widener Pride,783,Robin Baxter (Hartman),6,43,56,0,0.434
Widener Pride,783,Julie Mazer,4,23,39,0,0.371
Widener Pride,783,Larissa Gillespie,3,21,24,0,0.467
Widener Pride,783,Kate Iorfino,6,37,50,0,0.425
Widener Pride,783,Nicole Porrecca,5,40,41,0,0.494
Wilkes Lady Colonels,784,Kammie Towey,12,81,105,0,0.435
Wilkes Lady Colonels,784,Nancy Billger,2,2,25,0,0.074
Wilkes Lady Colonels,784,Sarah Burkarth,3,10,22,0,0.313
Wilkes Lady Colonels,784,MaryKate Stauffer,1,4,10,0,0.286
Wilkes Lady Colonels,784,Amber McCarver,1,3,12,0,0.2
Wilkes Lady Colonels,784,Kristin DiMarzo,1,3,10,0,0.231
Willamette Bearcats,785,Sarah Lautenbach,4,28,19,0,0.596
William & Mary Tribe,786,Feffie Barnhill,18,165,94,1,0.637
William & Mary Tribe,786,Christine Halfpenny,5,43,44,0,0.494
William & Mary Tribe,786,Joy Archer,10,68,22,10,0.73
William & Mary Tribe,786,Hillary Fratzke,6,29,67,0,0.302
William & Mary Tribe,786,Tara Brown,7,52,63,0,0.452
William & Mary Tribe,786,Jean Stettler,1,12,6,1,0.658
William & Mary Tribe,786,Colleen Dawson,3,9,26,0,0.257
William & Mary Tribe,786,Brooke Ireland,2,9,24,0,0.273
William & Mary Tribe,786,Kim Lannon,1,6,9,0,0.4
William Peace Pacers,17094,Nicole DeSalvia,1,10,5,0,0.667
William Peace Pacers,17094,Dijone Scurry,1,2,3,0,0.4
William Peace Pacers,17094,Tim Priskey,1,2,12,0,0.143
Williams Ephs,789,Chris Mason (Larson),33,303,171,0,0.639
Williams Ephs,789,Alice Lee,4,19,30,0,0.388
Williams Ephs,789,Linda Wilkins,1,4,6,0,0.4
Williams Ephs,789,Julie McHugh,1,6,2,1,0.722
Williams Ephs,789,Alix Barrale,1,13,3,0,0.813
Williams Ephs,789,Peel Hawthorne,1,5,3,0,0.625
Williams Ephs,789,Karen Weaver,1,6,4,0,0.6
Wilmington (DE) Wildcats,1460,Dave Bugda,6,48,40,0,0.545
Wilmington (DE) Wildcats,1460,Jackie Stezzi,6,40,62,0,0.392
Wilmington (DE) Wildcats,1460,Jaime Neave,1,7,11,0,0.389
Wilmington (DE) Wildcats,1460,Kevin Day,5,36,36,0,0.5
Wilson Phoenix,12973,Kelly Buikus,2,3,18,0,0.143
Wilson Phoenix,12973,Jennifer Perestock,1,2,12,0,0.143
Wilson Phoenix,12973,Emily Barber,1,4,5,0,0.444
Wilson Phoenix,12973,Beth Weixel,3,3,31,0,0.088
Wilson Phoenix,12973,Brooke Hunley,1,6,9,0,0.4
Wingate Bulldogs,1462,Caline (McHenry) Olmsted,4,36,24,0,0.6
Wingate Bulldogs,1462,Kirsten Smith,1,6,13,0,0.316
Wingate Bulldogs,1462,Abby Wiley,4,38,21,0,0.644
Winthrop Eagles,792,John Sung,4,54,26,0,0.675
Winthrop Eagles,792,Julika Blankenship,5,38,42,0,0.475
Winthrop Eagles,792,Kara Concheck,1,4,14,0,0.222
Wis.-Eau Claire Blugolds,793,Aubrianne Hilton Neubert,2,17,5,0,0.773
Wis.-La Crosse Eagles,795,Cassandra Berger,3,13,18,0,0.419
Wittenberg Tigers,806,Margaret Tomlinson,1,8,6,0,0.571
Wittenberg Tigers,806,Kati Robbins,3,16,25,0,0.39
Wittenberg Tigers,806,Nancy Beck,17,109,146,0,0.427
Wittenberg Tigers,806,Nichole Johnson,2,18,12,0,0.6
Wittenberg Tigers,806,Margaret Ronning,2,15,14,0,0.517
Wittenberg Tigers,806,Nicholle Shoger,3,35,15,0,0.7
Wittenberg Tigers,806,Pat Holly,3,7,30,1,0.197
Wittenberg Tigers,806,Katherine Haney,3,11,27,0,0.289
Wittenberg Tigers,806,Margaret Wolford,4,15,34,0,0.306
Wittenberg Tigers,806,Beth Hemminger,3,38,11,1,0.77
Wittenberg Tigers,806,Becca Joseph,1,5,12,0,0.294
Wofford Terriers,2915,Ceri Miller,1,2,15,0,0.118
Wofford Terriers,2915,Elizabeth Szymanski,1,4,13,0,0.235
Wofford Terriers,2915,Kim Eldridge,3,7,26,0,0.212
Wooster Fighting Scots,807,Sheila Noonan,4,17,31,0,0.354
Wooster Fighting Scots,807,Elizabeth Ford,17,184,76,1,0.707
Wooster Fighting Scots,807,Brenda Meese,5,28,43,0,0.394
Wooster Fighting Scots,807,Terri Prodoehl,5,28,26,4,0.517
Wooster Fighting Scots,807,Carrie Rose,1,10,8,0,0.556
Wooster Fighting Scots,807,Robin Chambers,3,24,2,2,0.893
Wooster Fighting Scots,807,Alison Share,3,34,12,0,0.739
Wooster Fighting Scots,807,Sarah Bennett,2,15,17,0,0.469
Wooster Fighting Scots,807,Liz Grote,3,32,18,0,0.64
Wooster Fighting Scots,807,Kathleen Fitzgerald,4,22,20,5,0.521
Wooster Fighting Scots,807,Tamra Barnes,2,15,15,0,0.5
Worcester St. Lancers,809,Debbie Draper,10,86,71,0,0.548
Worcester St. Lancers,809,Meighan Allison,3,18,25,0,0.419
Worcester St. Lancers,809,Kelly Downs,6,46,41,0,0.529
Worcester St. Lancers,809,Jim Grandone,2,10,12,0,0.455
Yale Bulldogs,813,Francesca Den Hartog,8,51,62,0,0.451
Yale Bulldogs,813,Amanda O'Leary,14,162,65,0,0.714
Yale Bulldogs,813,Anne Phillips,7,43,63,0,0.406
Yale Bulldogs,813,Dale Walker,1,7,5,0,0.583
Yale Bulldogs,813,Erica Bamford,6,40,44,0,0.476
Yale Bulldogs,813,Robin Cash,4,27,25,1,0.519
Yale Bulldogs,813,Barbara Bowditch,1,6,0,0,1
Yale Bulldogs,813,Laura Field,1,11,5,0,0.688
Yale Bulldogs,813,Richard Kentwell,4,46,14,4,0.75
York (PA) Spartans,815,Allison Fordyce,2,12,21,0,0.364
York (PA) Spartans,815,Jen Muston,15,189,79,0,0.705
Young Harris Mountain Lions,30154,Katie Ziek (Ilott),4,26,42,0,0.382
Young Harris Mountain Lions,30154,Samantha Hurley,4,33,25,0,0.569
Young Harris Mountain Lions,30154,Danielle Horoschak,1,12,7,0,0.632
Young Harris Mountain Lions,30154,Christine Hatton,1,7,10,0,0.412
Youngstown St. Penguins,817,Theresa Walton,2,12,15,0,0.444
