team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
Colgate Raiders,153,Cathy Foto,10,82,55,0,0.599
Colgate Raiders,153,Carol Rappoli,5,50,22,1,0.692
Colgate Raiders,153,Susan Hughes,2,5,7,1,0.423
Colgate Raiders,153,Courtney Solenberger,5,43,22,2,0.657
Colgate Raiders,153,Katrina Silva,7,67,57,0,0.54
Colgate Raiders,153,Liz Beville,1,8,10,0,0.444
Colgate Raiders,153,Kathy Taylor,3,14,22,0,0.389
Colorado Buffaloes,157,Ann Elliott,9,98,53,0,0.649
Colorado Col. Tigers,154,Susan Stuart,27,291,134,1,0.684
Colorado Mesa Mavericks,11416,Abby Wiley,8,63,56,0,0.529
Colorado Mesa Mavericks,11416,Shanta Loecker,2,17,6,0,0.739
Colorado Mesa Mavericks,11416,Shannon McHale,2,20,11,0,0.645
Columbia Lions,158,Kerri Whitaker,8,52,68,0,0.433
Columbia Lions,158,Liz (Kittleman) Jackson,5,18,56,0,0.243
Columbia Lions,158,Andrea Cofrin,5,23,45,0,0.338
Columbia Lions,158,Celine Cunningham,6,29,59,0,0.33
Columbia Lions,158,Anne Murray,1,2,13,0,0.133
Concordia Chicago Cougars,160,Brian Patterson,3,11,37,0,0.229
Concordia Chicago Cougars,160,Russell Allen,3,25,8,0,0.758
Concordia Chicago Cougars,160,Fran Meyer,1,8,7,0,0.533
Concordia Wisconsin Falcons,1036,Emily Mason,12,87,87,0,0.5
Concordia-St. Paul Golden Bears,9081,Mo Dunnigan,2,15,17,0,0.469
Concordia-St. Paul Golden Bears,9081,Heather Coppola,1,11,7,0,0.611
Concordia-St. Paul Golden Bears,9081,Joe Nelson,2,8,9,0,0.471
Concordia-St. Paul Golden Bears,9081,Ali Jennings,1,8,10,0,0.444
Connecticut Col. Camels,163,Heather McClelland,6,31,56,0,0.356
Connecticut Col. Camels,163,Liz Longley,6,28,63,0,0.308
Connecticut Col. Camels,163,Anne Crosby,4,22,38,0,0.367
Connecticut Col. Camels,163,Lisa Vogeley,5,17,37,0,0.315
Converse Valkyries,8935,Julie Redman,3,12,38,0,0.24
Converse Valkyries,8935,Lindsey Coon,1,3,11,0,0.214
Converse Valkyries,8935,Sammy McCarrick,2,11,21,0,0.344
Converse Valkyries,8935,Taylor Woolard,2,2,21,0,0.087
Converse Valkyries,8935,Kelly Buikus,1,5,10,0,0.333
Converse Valkyries,8935,Ryan Weiss,3,25,29,0,0.463
Converse Valkyries,8935,Gabbi Bigos,1,0,6,0,0
Converse Valkyries,8935,Megan Smith,1,5,12,0,0.294
Cornell Big Red,167,Cheryl Wolf,21,133,145,4,0.479
Cornell Big Red,167,Jenny Graap,24,220,152,0,0.591
Cornell Big Red,167,Sue Tyler,3,5,10,0,0.333
Cornell Big Red,167,Judy Zoble Kosstrin,1,1,6,0,0.143
Cornell Big Red,167,Happy Horgan,2,4,10,0,0.286
Cornell College Rams,166,Meredith Merce,7,28,64,0,0.304
Cornell College Rams,166,Lauren Simko,1,1,14,0,0.067
CSU Pueblo ThunderWolves,2720,Monica Potter,8,34,75,0,0.312
Curry Colonels,170,Caitlin Roberts,18,180,139,0,0.564
Curry Colonels,170,Annie O'Bryne,3,13,17,0,0.433
Curry Colonels,170,Sarah Dacey,1,2,13,0,0.133
D'Youville Saints,1059,Kate Mayhook,6,23,47,0,0.329
Daemen Wildcats,30174,Dominique Hamman,0,0,0,0,NA
Dartmouth Big Green,172,Josie Harper,11,88,69,0,0.561
Dartmouth Big Green,172,Amy Patton,24,248,137,0,0.644
Dartmouth Big Green,172,Aggie Kurtz,9,45,52,4,0.465
Dartmouth Big Green,172,Danielle Spencer,3,29,19,0,0.604
Dartmouth Big Green,172,Alex Frank,3,8,13,0,0.381
Davenport Panthers,30221,Rob Harris,9,103,46,0,0.691
Davenport Panthers,30221,Haley Schmucker,0,0,0,0,NA
Davidson Wildcats,173,Betsy Economou,2,16,13,0,0.552
Davidson Wildcats,173,Kimberly Wayne,14,119,114,0,0.511
Davidson Wildcats,173,Kerstin Kimel,1,4,8,0,0.333
Davidson Wildcats,173,Heather Young,3,17,30,0,0.362
Davidson Wildcats,173,Mary Schwartz,9,46,82,0,0.359
Davidson Wildcats,173,Kristen Manning,1,5,10,0,0.333
Davis & Elkins Senators,174,Sasha Vedock,1,1,10,0,0.091
Davis & Elkins Senators,174,Tommy Kelly,4,19,28,0,0.404
Davis & Elkins Senators,174,Malorie Stockwell,1,0,12,0,0
Davis & Elkins Senators,174,David Pomeroy,1,5,10,0,0.333
Dean Bulldogs,30219,Jess Paulin,2,0,5,0,0
Dean Bulldogs,30219,Ashley Magruda-Wood,1,6,10,0,0.375
Delaware Blue Hens,180,Janet Smith,10,118,51,1,0.697
Delaware Blue Hens,180,Kim Ciarrocca,6,51,49,0,0.51
Delaware Blue Hens,180,Mary Beth Holder,4,27,40,0,0.403
Delaware Blue Hens,180,Kateri Linville,9,79,75,0,0.513
Delaware Blue Hens,180,Denise Wescott,11,104,86,0,0.547
Delaware Blue Hens,180,Amy Altig,3,8,20,0,0.286
Delaware Blue Hens,180,Judith Clapp,2,13,13,0,0.5
Delaware St. Hornets,178,Jillian Lontz,4,4,44,0,0.083
Delaware St. Hornets,178,Kari-lei Berry,3,2,35,0,0.054
Delaware St. Hornets,178,Pamella Jenkins,3,3,27,0,0.1
Delaware Valley Aggies,179,Ramona Walters,7,26,60,0,0.302
Delaware Valley Aggies,179,Lisa Clark,1,1,14,0,0.067
Denison Big Red,182,Jan Hathorn,5,55,19,0,0.743
Denison Big Red,182,Stephani Schmidt,10,80,68,0,0.541
Denison Big Red,182,Sue Stimmel,6,76,18,0,0.809
Denison Big Red,182,P.J. Soteriades,1,13,5,0,0.722
Denison Big Red,182,Amanda Daniels,9,111,42,0,0.725
Denison Big Red,182,Alix Barrale,4,39,23,0,0.629
Denison Big Red,182,Tracy Coyne,2,23,6,0,0.793
Denison Big Red,182,Kristin Ramey,2,28,8,0,0.778
Denver Pioneers,183,Liza Kelly,16,214,76,0,0.738
Denver Pioneers,183,Cathy Reese,3,30,29,0,0.508
Denver Pioneers,183,Deanne Blood,2,7,20,0,0.259
Denver Pioneers,183,Abby Burbank,3,17,26,0,0.395
DePauw Tigers,177,Julie Sargent,3,15,30,0,0.333
DePauw Tigers,177,Tucker Glass,2,9,20,0,0.31
DePauw Tigers,177,Jillian Howley,1,5,11,0,0.313
DePauw Tigers,177,Anne Moelk,3,21,10,0,0.677
DePauw Tigers,177,Susanna Wilcox,1,4,8,0,0.333
DeSales Bulldogs,20,Rachel Smith,4,23,33,0,0.411
DeSales Bulldogs,20,Emily Pepe,2,11,18,0,0.379
Detroit Mercy Titans,184,Mary Ann Meltzer,3,15,37,0,0.288
Detroit Mercy Titans,184,Laura Maness,5,40,52,0,0.435
Detroit Mercy Titans,184,Laurie Merian,2,16,19,0,0.457
Detroit Mercy Titans,184,Megan Callahan,2,8,13,0,0.381
Detroit Mercy Titans,184,Dwayne Hicks,3,5,25,0,0.167
Dickinson Red Devils,185,Kasey Dougherty,9,82,67,0,0.55
Dickinson Red Devils,185,Kim Masimore,9,65,64,0,0.504
Dickinson Red Devils,185,Carol Hatton,2,14,18,0,0.438
Dist. Columbia Firebirds,186,Zwick Brown Zwick Brown,4,2,46,0,0.042
Dist. Columbia Firebirds,186,Cassandra Haase,4,1,40,0,0.024
Dominican (NY) Lady Chargers,8956,Erin Horan,2,2,21,0,0.087
Dominican (NY) Lady Chargers,8956,Taryn Brechbiel,6,39,51,0,0.433
Dominican (NY) Lady Chargers,8956,Jim Drivas,6,27,53,0,0.338
Dominican (NY) Lady Chargers,8956,Rob Grella,1,14,5,0,0.737
Drew Rangers,190,Maureen Horan-Pease,9,79,47,1,0.626
Drew Rangers,190,Kim Christos,12,148,78,0,0.655
Drew Rangers,190,Denise Wescott,1,5,9,0,0.357
Drew Rangers,190,Jane Karger,5,47,32,0,0.595
Drew Rangers,190,Sally Dreyer,4,29,28,0,0.509
Drew Rangers,190,Suzanne Isidor,4,55,15,0,0.786
Drew Rangers,190,Kurt Glaeser,1,1,7,0,0.125
Drew Rangers,190,Kathleen Finnegan,2,14,10,0,0.583
Drew Rangers,190,Julia Steier,3,28,24,0,0.538
Drew Rangers,190,Karin Corbett,2,13,19,0,0.406
Drew Rangers,190,Eileen Day,2,4,9,0,0.308
Drexel Dragons,191,Pat Thompson,4,11,40,2,0.226
Drexel Dragons,191,Anna Marie Vesco,11,113,74,0,0.604
Drexel Dragons,191,Dipi Bhaya,5,39,35,0,0.527
Drexel Dragons,191,Hannah Wszalek,5,31,50,0,0.383
Drexel Dragons,191,Sue Groff,2,5,26,0,0.161
Drexel Dragons,191,Beth Cugini,7,27,84,0,0.243
Drexel Dragons,191,Jill Batcheller,3,24,15,0,0.615
Drexel Dragons,191,Paula Pietrok,2,8,14,0,0.364
Drexel Dragons,191,Kim Hillier,1,12,8,0,0.6
Duke Blue Devils,193,Kerstin Kimel,27,328,173,0,0.655
Duquesne Dukes,194,Michael Scerbo,11,109,82,0,0.571
Duquesne Dukes,194,Kim Eldridge,9,87,62,0,0.584
Duquesne Dukes,194,Lisa Evans,2,6,27,0,0.182
Duquesne Dukes,194,Corinne Desrosiers,4,23,26,0,0.469
Earlham Quakers,195,Molly Macdonald,1,5,11,0,0.313
Earlham Quakers,195,Lindsey Grundfast,2,15,7,0,0.682
Earlham Quakers,195,Yousra Manar,1,3,11,0,0.214
East Carolina Pirates,196,Amanda Barnes,5,25,51,0,0.329
East Stroudsburg Warriors,197,Sandy Miller,20,107,168,0,0.389
East Stroudsburg Warriors,197,Lynne Elphick (Nester),5,34,48,0,0.415
East Stroudsburg Warriors,197,Jane Koeniges,2,14,21,0,0.4
East Stroudsburg Warriors,197,Betty Lou Murphy,12,38,54,4,0.417
East Stroudsburg Warriors,197,Xeni Barakos,7,95,25,0,0.792
East Stroudsburg Warriors,197,L.A. Gaugler,2,2,18,0,0.1
East Stroudsburg Warriors,197,Christy Kirkwood,1,7,8,0,0.467
East Stroudsburg Warriors,197,Carole L. Mushier,5,19,18,2,0.513
East Stroudsburg Warriors,197,Aaron Jaffe,3,19,30,0,0.388
East Stroudsburg Warriors,197,Diana Cassels,3,5,29,1,0.157
East. Mennonite Royals,203,Katie Russo,2,2,11,0,0.154
Eastern Conn. St. Warriors,200,Christine Hutchison,14,118,119,0,0.498
Eastern Conn. St. Warriors,200,Kathy Railey,6,64,39,0,0.621
Eastern Conn. St. Warriors,200,Danny Martineau,1,14,3,0,0.824
Eastern Conn. St. Warriors,200,Dee Stephan,2,17,14,0,0.548
Eastern Conn. St. Warriors,200,Chrissy Dobler,2,6,16,0,0.273
Eastern Conn. St. Warriors,200,Lauren Davern,1,9,8,0,0.529
Eastern Conn. St. Warriors,200,Christa Hansen,1,10,4,0,0.714
Eastern Eagles,8968,Camrin Azzarano,8,70,68,0,0.507
Eastern Eagles,8968,Kim Campbell,6,27,56,0,0.325
Eastern Eagles,8968,Barb Hertzlich,4,21,21,1,0.5
Eastern Eagles,8968,Carolyn Urban,9,106,38,0,0.736
Eastern Eagles,8968,Elizabeth Gainer,2,2,24,0,0.077
Eastern Eagles,8968,Susan Stewart,1,7,5,0,0.583
Eastern Eagles,8968,Mikala Gillespie,0,0,0,0,NA
Eastern Eagles,8968,Wayne Rasmussen,1,5,5,0,0.5
Edgewood Eagles,1066,Sabrina Boehlke,2,8,19,0,0.296
Edinboro Fighting Scots,209,Kevin Cooke,7,38,74,0,0.339
Edinboro Fighting Scots,209,Caitlin Formato,2,9,25,0,0.265
Edinboro Fighting Scots,209,Jenny Pawlowski,1,3,13,0,0.188
Edinboro Fighting Scots,209,LeighAnn Stauffer,2,5,16,0,0.238
Edinboro Fighting Scots,209,Jalen Middlebrooks,1,1,2,0,0.333
Edinboro Fighting Scots,209,Anthony Turini,1,2,15,0,0.118
Elizabethtown Blue Jays,211,Mike Faith,8,96,47,0,0.671
Elizabethtown Blue Jays,211,Danielle Taylor,9,44,79,0,0.358
Elizabethtown Blue Jays,211,Aimee Topham,2,11,19,0,0.367
Elizabethtown Blue Jays,211,Rob Brooks,1,12,7,0,0.632
Elmhurst Bluejays,212,Allison Brady,5,17,57,0,0.23
Elmhurst Bluejays,212,Kali Bills,1,0,4,0,0
Elmhurst Bluejays,212,Ally Howard,1,1,12,0,0.077
Elms Blazers,532,Katie Grabiec,9,26,94,0,0.217
Elms Blazers,532,Maureen Ruane,4,22,41,0,0.349
Elms Blazers,532,Rosamaria Riccobono,3,20,19,0,0.513
Elms Blazers,532,Quincy Wilkins,2,11,11,0,0.5
Elms Blazers,532,Ruth Ness,1,0,15,0,0
Elms Blazers,532,Jessica Scannapieco,1,13,3,0,0.813
Elon Phoenix,1068,Josh Hexter,9,66,70,0,0.485
Embry-Riddle (FL) Eagles,9680,Marissa Giannerini,2,15,9,0,0.625
Embry-Riddle (FL) Eagles,9680,Leah Peppelman,1,13,4,0,0.765
Embry-Riddle (FL) Eagles,9680,Caitlin Villareal Kenahan,0,0,0,0,NA
Emerson Lions,214,Mike Blanchard,2,19,10,0,0.655
Emerson Lions,214,Paula Habel,1,7,9,0,0.438
Emerson Lions,214,Kathryn Egizi,4,23,39,0,0.371
Emerson Lions,214,Gail Decker-Wittman,2,21,9,0,0.7
Emerson Lions,214,MaryEllen Sullivan,1,3,7,0,0.3
Emerson Lions,214,Jessie Koffman,4,11,21,0,0.344
Emerson Lions,214,Marissa Gelband,0,0,0,0,NA
Emerson Lions,214,Megan Moore 2,3,26,21,0,0.553
Emerson Lions,214,Danielle Sadler,0,0,0,0,NA
Emmanuel (GA) Lions,30193,Monica Scott,3,23,21,0,0.523
Emmanuel (GA) Lions,30193,Claire Wach,4,17,33,0,0.34
Emmanuel (GA) Lions,30193,Gail Wallach,1,4,4,0,0.5
Emmanuel (MA) Saints,215,Amanda Laws,3,17,23,0,0.425
Emmanuel (MA) Saints,215,Liz Goddard,6,54,41,0,0.568
Emmanuel (MA) Saints,215,Liz Maloney,3,19,9,0,0.679
Endicott Gulls,8981,Kate Mullen,3,45,14,0,0.763
Endicott Gulls,8981,Meghan Fitzgerald,6,84,35,0,0.706
Endicott Gulls,8981,Morgan Maciewicz,3,33,21,0,0.611
Endicott Gulls,8981,Laura O'Neil,3,26,23,0,0.531
Endicott Gulls,8981,Sharman Hayward,5,29,39,0,0.426
Endicott Gulls,8981,Maureen Spellman,5,52,19,0,0.732
Endicott Gulls,8981,Carol Brennan,2,5,18,0,0.217
Erskine Flying Fleet,1072,Kristie Quigley,3,1,47,0,0.021
Erskine Flying Fleet,1072,Scott Guillerault,4,5,52,0,0.088
Erskine Flying Fleet,1072,Jason Cody,4,5,36,0,0.122
Erskine Flying Fleet,1072,Bob Dachille,3,20,29,0,0.408
Fairfield Stags,220,Stacey McCue,5,31,53,0,0.369
Fairfield Stags,220,Mike Waldvogel,7,92,35,0,0.724
Fairfield Stags,220,Laura Field,7,77,40,0,0.658
Fairfield Stags,220,Beth Loffredo,1,17,2,0,0.895
Fairfield Stags,220,Kathryn Vignati,4,27,34,0,0.443
Fairfield Stags,220,Melissa Michels,1,10,7,0,0.588
Fairfield Stags,220,Laura Brand-Sias,1,10,7,0,0.588
Farmingdale St. Rams,27892,Carrie Bolduc,4,30,29,0,0.508
Farmingdale St. Rams,27892,Katie Mollot,2,21,10,0,0.677
Farmingdale St. Rams,27892,Erin Calkins,10,103,55,0,0.652
Farmingdale St. Rams,27892,Christie Ruppert,1,2,9,0,0.182
FDU-Florham Devils,221,Adrienne Carr,15,185,102,0,0.645
FDU-Florham Devils,221,Rebecca Friedman,4,25,29,0,0.463
FDU-Florham Devils,221,Evan Mager,3,34,7,0,0.829
FDU-Florham Devils,221,Amy Zimmerman,2,5,24,0,0.172
FDU-Florham Devils,221,Kristen Nicholson,1,13,8,0,0.619
Felician Golden Falcons,23157,Angelica Gero,1,0,11,0,0
Felician Golden Falcons,23157,Natalie Bermudez,3,0,37,0,0
Felician Golden Falcons,23157,Brendan Bonacum,2,1,6,0,0.143
Felician Golden Falcons,23157,Will Mahon,1,3,12,0,0.2
Ferrum Panthers,225,Karen Harvey,16,120,111,1,0.519
Ferrum Panthers,225,Celia Mosier,4,11,37,0,0.229
Ferrum Panthers,225,AnneMarie Pelliccio,2,1,21,0,0.045
Ferrum Panthers,225,Emily Johnson,2,5,13,0,0.278
Findlay Oilers,1079,Julie Duffy,4,34,41,0,0.453
Findlay Oilers,1079,Lauren Simko,3,32,24,0,0.571
Findlay Oilers,1079,Allison Kelly,3,19,17,0,0.528
Fitchburg St. Falcons,227,Rick Terrio,15,113,119,0,0.487
Fla. Southern Moccasins,233,Kara Reber,11,166,34,0,0.83
Flagler Saints,30092,Grant Kelam,1,11,8,0,0.579
Florida Gators,235,Amanda O'Leary,13,203,53,0,0.793
Florida Tech Panthers,230,Corinne Desrosiers,4,48,23,0,0.676
Florida Tech Panthers,230,McKenzie Rafferty,4,24,23,0,0.511
Fort Lewis Skyhawks,1083,Kelsey MacDonald,4,31,29,0,0.517
Fort Lewis Skyhawks,1083,Julie Decker,3,26,18,0,0.591
Fort Lewis Skyhawks,1083,Kelly Quiesser,2,1,18,0,0.053
Fort Lewis Skyhawks,1083,Sean Claussen,2,9,13,0,0.409
Fort Lewis Skyhawks,1083,Ashley Travis,3,11,19,0,0.367
Framingham St. Rams,238,Laura Peterson,4,21,31,0,0.404
Framingham St. Rams,238,James Rippey,9,74,61,0,0.548
Framingham St. Rams,238,Michelle Gillet,1,10,8,0,0.556
Framingham St. Rams,238,Devyne Doran,1,11,8,0,0.579
Franciscan Lady Barons,30069,Maura Carapellotti,10,50,75,0,0.4
Franklin & Marshall Diplomats,239,Anne Phillips,6,93,24,0,0.795
Franklin & Marshall Diplomats,239,Lauren (Paul) Norris,4,69,11,0,0.863
Franklin & Marshall Diplomats,239,Mike Faith,10,155,37,0,0.807
Franklin & Marshall Diplomats,239,Kara Tierney,3,27,19,0,0.587
Franklin & Marshall Diplomats,239,Randall Swope,3,26,22,0,0.542
Franklin Grizzlies,2694,Stephanie Eft,3,15,21,0,0.417
Franklin Grizzlies,2694,Chris Wilham,4,5,27,0,0.156
Franklin Grizzlies,2694,Morgan McIntosh,1,4,9,0,0.308
Franklin Pierce Ravens,241,Meighan Allison,6,30,66,0,0.313
Franklin Pierce Ravens,241,Maud Lonergan,3,21,26,0,0.447
Franklin Pierce Ravens,241,Judy Heddy,9,14,100,0,0.123
Franklin Pierce Ravens,241,Nicole Ham,1,6,10,0,0.375
Franklin Pierce Ravens,241,Caitlin Sweeney,2,11,14,0,0.44
Franklin Pierce Ravens,241,Torrey McGowan,1,7,8,0,0.467
Franklin Pierce Ravens,241,Cassie Beckwith,1,1,8,0,0.111
Franklin Pierce Ravens,241,Hilary Duda,1,2,2,0,0.5
Franklin Pierce Ravens,241,Brianna Roche,2,7,22,0,0.241
Fredonia Blue Devils,242,Chris Case,12,116,79,0,0.595
Fredonia Blue Devils,242,Amy Simon,4,29,41,0,0.414
Fredonia Blue Devils,242,Sandy Jemison,5,26,37,0,0.413
Fredonia Blue Devils,242,Marykate Edmunds,3,8,21,0,0.276
Fredonia Blue Devils,242,Jen Goff,2,10,20,0,0.333
Fredonia Blue Devils,242,Alanna Herne,1,1,14,1,0.094
Fredonia Blue Devils,242,Tori Poffenberg,0,0,0,0,NA
Frostburg St. Bobcats,243,Sharon Irwin,29,183,160,9,0.533
Frostburg St. Bobcats,243,Annie Sidorenko,1,5,8,0,0.385
Frostburg St. Bobcats,243,Ashley Manion,4,28,39,0,0.418
Frostburg St. Bobcats,243,Haley Engster,4,21,43,1,0.331
Frostburg St. Bobcats,243,Betsy Tota,2,8,13,0,0.381
Frostburg St. Bobcats,243,Nicole Bonvouloir,3,23,26,0,0.469
Frostburg St. Bobcats,243,Eric Day,5,38,35,0,0.521
Frostburg St. Bobcats,243,Madelyn Manzoni,3,22,14,0,0.611
Frostburg St. Bobcats,243,Meg Milliman,4,22,43,0,0.338
Frostburg St. Bobcats,243,Barbara Armstrong,2,8,12,0,0.4
Furman Paladins,244,Rachel Whitten,7,68,49,0,0.581
Furman Paladins,244,Kirkland Lewis,1,8,8,0,0.5
Gannon Lady Knights,246,Stephen Wagner,8,85,42,1,0.668
Gannon Lady Knights,246,Kerry O'Donnell,4,18,45,0,0.286
Gannon Lady Knights,246,Alicia Groveston,1,12,4,0,0.75
Gannon Lady Knights,246,Jim Nestor,6,73,20,1,0.782
Gannon Lady Knights,246,Jenny Pawlowski,3,10,25,0,0.286
Gannon Lady Knights,246,Lindsey Lowman,4,39,31,0,0.557
Gannon Lady Knights,246,Megan Hallock,1,9,6,0,0.6
Gardner-Webb Runnin' Bulldogs,1092,Jillian Krick,3,7,44,0,0.137
Gardner-Webb Runnin' Bulldogs,1092,Jessie Aguglia,4,26,32,0,0.448
Gardner-Webb Runnin' Bulldogs,1092,Jacquelyn Duggins,1,1,16,0,0.059
George Fox Bruins,1094,Natalie Harrington,4,38,18,0,0.679
George Fox Bruins,1094,Katie Brand,5,57,8,0,0.877
George Mason Patriots,248,Amy Bokker,11,86,94,0,0.478
George Mason Patriots,248,Lauren Hay (Rywak),6,27,71,0,0.276
George Mason Patriots,248,Jessy Morgan,6,59,36,0,0.621
George Mason Patriots,248,Jenny Graap,4,21,44,0,0.323
George Mason Patriots,248,Kara Mupo,2,4,28,0,0.125
George Washington Colonials,249,Chrissy Lombard,3,30,23,0,0.566
George Washington Colonials,249,Tara Hannaford,7,47,69,0,0.405
George Washington Colonials,249,Tracy Coyne,5,27,56,0,0.325
George Washington Colonials,249,Jen Ulehla,3,11,26,0,0.297
George Washington Colonials,249,Jen Morris,3,19,29,0,0.396
Georgetown Hoyas,251,Sandie Inglis,5,29,19,1,0.602
Georgetown Hoyas,251,Ricky Fried,18,182,135,0,0.574
Georgetown Hoyas,251,Yvonne Landis,4,22,40,0,0.355
Georgetown Hoyas,251,Alison Williams,3,27,17,0,0.614
Georgetown Hoyas,251,Cindy Wilhelmy,2,4,9,2,0.333
Georgetown Hoyas,251,Kim Simons,9,113,43,0,0.724
Georgetown Hoyas,251,Pat Becker,2,4,11,0,0.267
Georgetown Hoyas,251,Jill Roody,1,1,7,0,0.125
Georgetown Hoyas,251,Meg Galligan,2,4,12,0,0.25
Georgian Court Lions,9004,Michael Migliorisi,4,54,17,0,0.761
Georgian Court Lions,9004,Jackie McGarrigle,2,27,11,0,0.711
Georgian Court Lions,9004,Amy Rizzo,6,61,36,0,0.629
Georgian Court Lions,9004,Kerry O'Donnell,3,32,19,1,0.625
Georgian Court Lions,9004,Sam Hosford,1,12,7,0,0.632
Gettysburg Bullets,258,Lois Bowers,16,99,84,3,0.54
Gettysburg Bullets,258,Carol Cantele,30,446,115,0,0.795
Gettysburg Bullets,258,Grace Kenney,5,20,7,2,0.724
Gettysburg Bullets,258,Charlotte Cunningham,0,0,0,0,NA
Gordon Fighting Scots,1099,Bess (Elizabeth) Watson,5,47,34,0,0.58
Gordon Fighting Scots,1099,Regan Denham,2,17,18,0,0.486
Gordon Fighting Scots,1099,Cory Ward,8,84,44,0,0.656
Gordon Fighting Scots,1099,Jane Ward,3,20,33,0,0.377
Gordon Fighting Scots,1099,Lily Jones,2,10,17,0,0.37
Gordon Fighting Scots,1099,Max Ruhl,1,0,5,0,0
Goucher Gophers,1467,Katie Trainor,8,57,70,0,0.449
Goucher Gophers,1467,Ceri Miller,3,26,24,0,0.52
Goucher Gophers,1467,Julia McPhee,1,9,7,0,0.563
Goucher Gophers,1467,Kathy Frick,3,30,21,0,0.588
Goucher Gophers,1467,Cat Thoreson,3,2,29,0,0.065
Goucher Gophers,1467,Sarah Goodson,3,14,22,0,0.389
Goucher Gophers,1467,Kara Carlin,1,12,5,0,0.706
Goucher Gophers,1467,Katie Russo,0,0,0,0,NA
Goucher Gophers,1467,Matthew Grosso,1,5,9,0,0.357
Grand Valley St. Lakers,262,Alicia Groveston,7,87,40,0,0.685
Grand Valley St. Lakers,262,Mackenzie Lawler,4,48,9,0,0.842
Greensboro Greensboro Pride,263,Gregg Gebhard,4,36,29,0,0.554
Greensboro Greensboro Pride,263,Charlotte Dixon-Graves,4,36,28,0,0.563
Greensboro Greensboro Pride,263,Rob Bickerstaff,6,50,44,0,0.532
Greensboro Greensboro Pride,263,Stephanie Carter,1,2,7,0,0.222
Greensboro Greensboro Pride,263,Jena Miller,1,9,8,0,0.529
Greensboro Greensboro Pride,263,Mike Lackemacher,3,16,23,0,0.41
Greensboro Greensboro Pride,263,Kevin Birmingham,1,6,10,0,0.375
Greensboro Greensboro Pride,263,Mallory Zelawski,1,0,14,0,0
Greensboro Greensboro Pride,263,Lottie Meadows,1,3,1,0,0.75
Greensboro Greensboro Pride,263,Tammy Dixon,2,25,9,0,0.735
Grove City Wolverines,265,Cassley Jackowski,1,14,4,0,0.778
Guilford Quakers,1112,Patrick Manzella,3,14,13,0,0.519
Guilford Quakers,1112,Matthew Grosso,8,56,75,0,0.427
Guilford Quakers,1112,Pamela Howe,6,31,38,1,0.45
Guilford Quakers,1112,Sarah Lamphier,5,48,37,0,0.565
Guilford Quakers,1112,Kate Derrick,2,4,21,0,0.16
Guilford Quakers,1112,Ken Glardon,4,29,35,0,0.453
Guilford Quakers,1112,Charlotte Dixon-Graves,3,19,20,0,0.487
Guilford Quakers,1112,Forrest Collier,1,1,14,0,0.067
Guilford Quakers,1112,Lottie Meadows,2,7,15,0,0.318
Guilford Quakers,1112,Tara Caminiti-Raggett,4,12,48,0,0.2
Guilford Quakers,1112,Donna Becker,1,2,5,0,0.286
Guilford Quakers,1112,Franklin Zirkle,1,3,4,0,0.429
Guilford Quakers,1112,Jordan Bowers,0,0,0,0,NA
Gwynedd Mercy Griffins,12399,Sarah Quintois (Harris),9,77,64,0,0.546
Gwynedd Mercy Griffins,12399,Beth Wheeler,2,20,17,0,0.541
Gwynedd Mercy Griffins,12399,Stephanie Markunas,3,19,32,0,0.373
Gwynedd Mercy Griffins,12399,Shannon Algeo,6,29,51,0,0.363
Gwynedd Mercy Griffins,12399,Nick Vattiato,1,5,7,0,0.417
Gwynedd Mercy Griffins,12399,Nicole Porrecca,2,11,23,0,0.324
Hamilton Continentals,267,Phil Grady,2,18,8,0,0.692
Hamilton Continentals,267,Patty Kloidt,20,208,109,0,0.656
Hamilton Continentals,267,Betsy Bruce,12,88,75,0,0.54
Hamilton Continentals,267,Sue Spencer,6,38,30,0,0.559
Hamilton Continentals,267,Karen Hollands,4,36,25,0,0.59
Hamline Pipers,268,Karen Heggernes,7,77,31,0,0.713
Hanover Panthers,1115,Caroline Durham,2,8,22,0,0.267
Hanover Panthers,1115,Brandon Allwood,6,44,39,0,0.53
Hartwick Hawks,273,Betsy Bruce,8,34,53,0,0.391
Hartwick Hawks,273,Miriam Esber,3,20,28,0,0.417
Hartwick Hawks,273,Anna Meyer,11,123,64,0,0.658
Hartwick Hawks,273,Rachel Dell,6,23,65,0,0.261
Hartwick Hawks,273,Jackie Rutkowski,3,17,28,0,0.378
Hartwick Hawks,273,Barbara Jacobs,1,2,4,1,0.357
Hartwick Hawks,273,Brandi Lusk,2,18,12,0,0.6
Hartwick Hawks,273,Debra Holland,2,14,19,0,0.424
Hartwick Hawks,273,Barbara Shearer,2,5,9,1,0.367
Hartwick Hawks,273,Marissa Mongillo,1,7,9,0,0.438
Hartwick Hawks,273,Nora Fallon-Oben,3,10,13,0,0.435
Hartwick Hawks,273,Catherine Knight,3,13,35,0,0.271
Hartwick Hawks,273,Linda Smurl,2,14,12,0,0.538
Harvard Crimson,275,Carole A. Kleinfelder,25,259,130,3,0.665
Harvard Crimson,275,Sarah Nelson,4,19,44,0,0.302
Harvard Crimson,275,Lisa Miller,11,85,87,0,0.494
